date,country,confirmed,deaths,recovered,active,new cases,new deaths,new recovered,region
2020-02-19,Germany,16,0,12,4,0,0,0,Europe
2020-02-19,Italy,3,0,0,3,0,0,0,Europe
2020-02-19,Spain,2,0,2,0,0,0,0,Europe
2020-02-19,US,13,0,3,10,0,0,0,Americas
2020-02-19,United Kingdom,20,0,8,12,1,0,0,Europe
2020-02-20,Canada,8,0,0,8,0,0,0,Americas
2020-02-20,France,12,1,4,7,0,0,0,Europe
2020-02-20,Germany,16,0,12,4,0,0,0,Europe
2020-02-20,Italy,3,0,0,3,0,0,0,Europe
2020-02-20,Spain,2,0,2,0,0,0,0,Europe
2020-02-20,US,13,0,3,10,0,0,0,Americas
2020-02-20,United Kingdom,22,0,8,14,2,0,0,Europe
2020-02-21,Canada,9,0,0,9,1,0,0,Americas
2020-02-21,France,12,1,4,7,0,0,0,Europe
2020-02-21,Germany,16,0,14,2,0,0,2,Europe
2020-02-21,Italy,20,1,0,19,17,1,0,Europe
2020-02-21,Spain,2,0,2,0,0,0,0,Europe
2020-02-21,US,15,0,5,10,2,0,2,Americas
2020-02-21,United Kingdom,23,0,8,15,1,0,0,Europe
2020-02-22,Canada,9,0,0,9,0,0,0,Americas
2020-02-22,France,12,1,4,7,0,0,0,Europe
2020-02-22,Germany,16,0,14,2,0,0,0,Europe
2020-02-22,Italy,62,2,1,59,42,1,1,Europe
2020-02-22,Spain,2,0,2,0,0,0,0,Europe
2020-02-22,US,15,0,5,10,0,0,0,Americas
2020-02-22,United Kingdom,23,0,8,15,0,0,0,Europe
2020-02-23,Canada,9,0,0,9,0,0,0,Americas
2020-02-23,France,12,1,4,7,0,0,0,Europe
2020-02-23,Germany,16,0,14,2,0,0,0,Europe
2020-02-23,Italy,155,3,2,150,93,1,1,Europe
2020-02-23,Spain,2,0,2,0,0,0,0,Europe
2020-02-23,US,15,0,5,10,0,0,0,Americas
2020-02-23,United Kingdom,28,0,8,20,5,0,0,Europe
2020-02-24,Canada,10,0,0,10,1,0,0,Americas
2020-02-24,France,12,1,4,7,0,0,0,Europe
2020-02-24,Germany,16,0,14,2,0,0,0,Europe
2020-02-24,Italy,229,7,1,221,74,4,-1,Europe
2020-02-24,Spain,2,0,2,0,0,0,0,Europe
2020-02-24,US,15,0,5,10,0,0,0,Americas
2020-02-24,United Kingdom,30,0,8,22,2,0,0,Europe
2020-02-25,Canada,11,0,0,11,1,0,0,Americas
2020-02-25,France,14,1,11,2,2,0,7,Europe
2020-02-25,Germany,17,0,14,3,1,0,0,Europe
2020-02-25,Italy,322,10,1,311,93,3,0,Europe
2020-02-25,Spain,6,0,2,4,4,0,0,Europe
2020-02-25,US,15,0,6,9,0,0,1,Americas
2020-02-25,United Kingdom,34,0,8,26,4,0,0,Europe
2020-02-26,Canada,11,0,0,11,0,0,0,Americas
2020-02-26,France,18,2,11,5,4,1,0,Europe
2020-02-26,Germany,27,0,15,12,10,0,1,Europe
2020-02-26,Italy,453,12,3,438,131,2,2,Europe
2020-02-26,Spain,13,0,2,11,7,0,0,Europe
2020-02-26,US,15,0,6,9,0,0,0,Americas
2020-02-26,United Kingdom,37,0,8,29,3,0,0,Europe
2020-02-27,Canada,13,0,0,13,2,0,0,Americas
2020-02-27,France,38,2,11,25,20,0,0,Europe
2020-02-27,Germany,46,0,16,30,19,0,1,Europe
2020-02-27,Italy,655,17,45,593,202,5,42,Europe
2020-02-27,Spain,15,0,2,13,2,0,0,Europe
2020-02-27,US,16,0,6,10,1,0,0,Americas
2020-02-27,United Kingdom,44,0,8,36,7,0,0,Europe
2020-02-28,Canada,14,0,0,14,1,0,0,Americas
2020-02-28,France,57,2,11,44,19,0,0,Europe
2020-02-28,Germany,48,0,16,32,2,0,0,Europe
2020-02-28,Italy,888,21,46,821,233,4,1,Europe
2020-02-28,Spain,32,0,2,30,17,0,0,Europe
2020-02-28,US,16,0,7,9,0,0,1,Americas
2020-02-28,United Kingdom,56,0,8,48,12,0,0,Europe
2020-02-29,Canada,20,0,0,20,6,0,0,Americas
2020-02-29,France,100,2,12,86,43,0,1,Europe
2020-02-29,Germany,79,0,16,63,31,0,0,Europe
2020-02-29,Italy,1128,29,46,1053,240,8,0,Europe
2020-02-29,Spain,45,0,2,43,13,0,0,Europe
2020-02-29,US,24,1,7,16,8,1,0,Americas
2020-02-29,United Kingdom,61,0,8,53,5,0,0,Europe
2020-03-01,Canada,24,0,0,24,4,0,0,Americas
2020-03-01,France,130,2,12,116,30,0,0,Europe
2020-03-01,Germany,130,0,16,114,51,0,0,Europe
2020-03-01,Italy,1694,34,83,1577,566,5,37,Europe
2020-03-01,Spain,84,0,2,82,39,0,0,Europe
2020-03-01,US,30,1,7,22,6,0,0,Americas
2020-03-01,United Kingdom,94,0,8,86,33,0,0,Europe
2020-03-02,Canada,27,0,0,27,3,0,0,Americas
2020-03-02,France,191,3,12,176,61,1,0,Europe
2020-03-02,Germany,159,0,16,143,29,0,0,Europe
2020-03-02,Italy,2036,52,149,1835,342,18,66,Europe
2020-03-02,Spain,120,0,2,118,36,0,0,Europe
2020-03-02,US,53,6,7,40,23,5,0,Americas
2020-03-02,United Kingdom,134,0,8,126,40,0,0,Europe
2020-03-03,Canada,30,0,0,30,3,0,0,Americas
2020-03-03,France,204,4,12,188,13,1,0,Europe
2020-03-03,Germany,196,0,16,180,37,0,0,Europe
2020-03-03,Italy,2502,79,160,2263,466,27,11,Europe
2020-03-03,Spain,165,1,2,162,45,1,0,Europe
2020-03-03,US,73,7,7,59,20,1,0,Americas
2020-03-03,United Kingdom,189,0,8,181,55,0,0,Europe
2020-03-04,Canada,33,0,0,33,3,0,0,Americas
2020-03-04,France,288,4,12,272,84,0,0,Europe
2020-03-04,Germany,262,0,16,246,66,0,0,Europe
2020-03-04,Italy,3089,107,276,2706,587,28,116,Europe
2020-03-04,Spain,222,2,2,218,57,1,0,Europe
2020-03-04,US,104,11,7,86,31,4,0,Americas
2020-03-04,United Kingdom,246,0,8,238,57,0,0,Europe
2020-03-05,Canada,37,0,0,37,4,0,0,Americas
2020-03-05,France,380,6,12,362,92,2,0,Europe
2020-03-05,Germany,482,0,16,466,220,0,0,Europe
2020-03-05,Italy,3858,148,414,3296,769,41,138,Europe
2020-03-05,Spain,259,3,2,254,37,1,0,Europe
2020-03-05,US,174,12,7,155,70,1,0,Americas
2020-03-05,United Kingdom,295,0,8,287,49,0,0,Europe
2020-03-06,Canada,49,0,0,49,12,0,0,Americas
2020-03-06,France,656,9,12,635,276,3,0,Europe
2020-03-06,Germany,670,0,17,653,188,0,1,Europe
2020-03-06,Italy,4636,197,523,3916,778,49,109,Europe
2020-03-06,Spain,400,5,2,393,141,2,0,Europe
2020-03-06,US,222,14,7,201,48,2,0,Americas
2020-03-06,United Kingdom,374,1,8,365,79,1,0,Europe
2020-03-07,Canada,54,0,0,54,5,0,0,Americas
2020-03-07,France,959,11,12,936,303,2,0,Europe
2020-03-07,Germany,799,0,18,781,129,0,1,Europe
2020-03-07,Italy,5883,233,589,5061,1247,36,66,Europe
2020-03-07,Spain,500,10,30,460,100,5,28,Europe
2020-03-07,US,337,17,7,313,115,3,0,Americas
2020-03-07,United Kingdom,429,2,18,409,55,1,10,Europe
2020-03-08,Canada,64,0,0,64,10,0,0,Americas
2020-03-08,France,1136,19,12,1105,177,8,0,Europe
2020-03-08,Germany,1040,0,18,1022,241,0,0,Europe
2020-03-08,Italy,7375,366,622,6387,1492,133,33,Europe
2020-03-08,Spain,673,17,30,626,173,7,0,Europe
2020-03-08,US,451,21,7,423,114,4,0,Americas
2020-03-08,United Kingdom,483,2,18,463,54,0,0,Europe
2020-03-09,Canada,77,1,0,76,13,1,0,Americas
2020-03-09,France,1219,19,12,1188,83,0,0,Europe
2020-03-09,Germany,1176,2,18,1156,136,2,0,Europe
2020-03-09,Italy,9172,463,724,7985,1797,97,102,Europe
2020-03-09,Spain,1073,28,32,1013,400,11,2,Europe
2020-03-09,US,519,22,7,490,68,1,0,Americas
2020-03-09,United Kingdom,630,3,18,609,147,1,0,Europe
2020-03-10,Canada,79,1,0,78,2,0,0,Americas
2020-03-10,France,1794,33,12,1749,575,14,0,Europe
2020-03-10,Germany,1457,2,18,1437,281,0,0,Europe
2020-03-10,Italy,10149,631,724,8794,977,168,0,Europe
2020-03-10,Spain,1695,35,32,1628,622,7,0,Europe
2020-03-10,US,711,28,8,675,192,6,1,Americas
2020-03-10,United Kingdom,889,7,19,863,259,4,1,Europe
2020-03-11,Canada,108,1,0,107,29,0,0,Americas
2020-03-11,France,2293,48,12,2233,499,15,0,Europe
2020-03-11,Germany,1908,3,25,1880,451,1,7,Europe
2020-03-11,Italy,12462,827,1045,10590,2313,196,321,Europe
2020-03-11,Spain,2277,54,183,2040,582,19,151,Europe
2020-03-11,US,1109,33,8,1068,398,5,0,Americas
2020-03-11,United Kingdom,1301,7,19,1275,412,0,0,Europe
2020-03-12,Canada,117,1,0,116,9,0,0,Americas
2020-03-12,France,2293,48,12,2233,0,0,0,Europe
2020-03-12,Germany,2078,3,25,2050,170,0,0,Europe
2020-03-12,Italy,15113,1016,1045,13052,2651,189,0,Europe
2020-03-12,Spain,2277,55,183,2039,0,1,0,Europe
2020-03-12,US,1561,43,12,1506,452,10,4,Americas
2020-03-12,United Kingdom,1790,9,19,1762,489,2,0,Europe
2020-03-13,Canada,191,1,0,190,74,0,0,Americas
2020-03-13,France,3681,79,12,3590,1388,31,0,Europe
2020-03-13,Germany,3675,7,46,3622,1597,4,21,Europe
2020-03-13,Italy,17660,1266,1439,14955,2547,250,394,Europe
2020-03-13,Spain,5232,133,193,4906,2955,78,10,Europe
2020-03-13,US,2157,52,12,2093,596,9,0,Americas
2020-03-13,United Kingdom,2270,10,19,2241,480,1,0,Europe
2020-03-14,Canada,196,1,0,195,5,0,0,Americas
2020-03-14,France,4496,91,12,4393,815,12,0,Europe
2020-03-14,Germany,4585,9,46,4530,910,2,0,Europe
2020-03-14,Italy,21157,1441,1966,17750,3497,175,527,Europe
2020-03-14,Spain,6391,195,517,5679,1159,62,324,Europe
2020-03-14,US,2870,58,12,2800,713,6,0,Americas
2020-03-14,United Kingdom,2634,28,19,2587,364,18,0,Europe
2020-03-15,Canada,250,1,0,249,54,0,0,Americas
2020-03-15,France,4532,91,12,4429,36,0,0,Europe
2020-03-15,Germany,5795,11,46,5738,1210,2,0,Europe
2020-03-15,Italy,24747,1809,2335,20603,3590,368,369,Europe
2020-03-15,Spain,7798,289,517,6992,1407,94,0,Europe
2020-03-15,US,2968,70,12,2886,98,12,0,Americas
2020-03-15,United Kingdom,3077,43,19,3015,443,15,0,Europe
2020-03-16,Canada,413,4,0,409,163,3,0,Americas
2020-03-16,France,6683,149,12,6522,2151,58,0,Europe
2020-03-16,Germany,7272,17,67,7188,1477,6,21,Europe
2020-03-16,Italy,27980,2158,2749,23073,3233,349,414,Europe
2020-03-16,Spain,9942,342,530,9070,2144,53,13,Europe
2020-03-16,US,4360,97,17,4246,1392,27,5,Americas
2020-03-16,United Kingdom,3692,66,21,3605,615,23,2,Europe
2020-03-17,Canada,470,5,0,465,57,1,0,Americas
2020-03-17,France,7715,149,12,7554,1032,0,0,Europe
2020-03-17,Germany,9257,24,67,9166,1985,7,0,Europe
2020-03-17,Italy,31506,2503,2941,26062,3526,345,192,Europe
2020-03-17,Spain,11748,533,1028,10187,1806,191,498,Europe
2020-03-17,US,6141,131,17,5993,1781,34,0,Americas
2020-03-17,United Kingdom,4462,82,53,4327,770,16,32,Europe
2020-03-18,Canada,648,8,0,640,178,3,0,Americas
2020-03-18,France,9124,149,12,8963,1409,0,0,Europe
2020-03-18,Germany,12327,28,105,12194,3070,4,38,Europe
2020-03-18,Italy,35713,2978,4025,28710,4207,475,1084,Europe
2020-03-18,Spain,13910,623,1081,12206,2162,90,53,Europe
2020-03-18,US,8917,188,105,8624,2776,57,88,Americas
2020-03-18,United Kingdom,5467,116,67,5284,1005,34,14,Europe
2020-03-19,Canada,791,9,0,782,143,1,0,Americas
2020-03-19,France,10970,244,12,10714,1846,95,0,Europe
2020-03-19,Germany,15320,44,113,15163,2993,16,8,Europe
2020-03-19,Italy,41035,3405,4440,33190,5322,427,415,Europe
2020-03-19,Spain,17963,830,1107,16026,4053,207,26,Europe
2020-03-19,US,14157,265,121,13771,5240,77,16,Americas
2020-03-19,United Kingdom,6533,159,67,6307,1066,43,0,Europe
2020-03-20,Canada,933,12,0,921,142,3,0,Americas
2020-03-20,France,12758,451,12,12295,1788,207,0,Europe
2020-03-20,Germany,19848,67,180,19601,4528,23,67,Europe
2020-03-20,Italy,47021,4032,4440,38549,5986,627,0,Europe
2020-03-20,Spain,20410,1043,1588,17779,2447,213,481,Europe
2020-03-20,US,19479,362,147,18970,5322,97,26,Americas
2020-03-20,United Kingdom,7791,195,67,7529,1258,36,0,Europe
2020-03-21,Canada,1267,19,0,1248,334,7,0,Americas
2020-03-21,France,14463,563,12,13888,1705,112,0,Europe
2020-03-21,Germany,22213,84,233,21896,2365,17,53,Europe
2020-03-21,Italy,53578,4825,6072,42681,6557,793,1632,Europe
2020-03-21,Spain,25374,1375,2125,21874,4964,332,537,Europe
2020-03-21,US,25825,456,176,25193,6346,94,29,Americas
2020-03-21,United Kingdom,9006,251,67,8688,1215,56,0,Europe
2020-03-22,Canada,1456,20,0,1436,189,1,0,Americas
2020-03-22,France,16243,676,2206,13361,1780,113,2194,Europe
2020-03-22,Germany,24873,94,266,24513,2660,10,33,Europe
2020-03-22,Italy,59138,5476,7024,46638,5560,651,952,Europe
2020-03-22,Spain,28768,1772,2575,24421,3394,397,450,Europe
2020-03-22,US,33761,601,178,32982,7936,145,2,Americas
2020-03-22,United Kingdom,10395,286,67,10042,1389,35,0,Europe
2020-03-23,Canada,2075,24,0,2051,619,4,0,Americas
2020-03-23,France,20123,862,2206,17055,3880,186,0,Europe
2020-03-23,Germany,29056,123,266,28667,4183,29,0,Europe
2020-03-23,Italy,63927,6077,7024,50826,4789,601,0,Europe
2020-03-23,Spain,35136,2311,2575,30250,6368,539,0,Europe
2020-03-23,US,43850,784,178,42888,10089,183,0,Americas
2020-03-23,United Kingdom,12744,360,67,12317,2349,74,0,Europe
2020-03-24,Canada,2777,25,0,2752,702,1,0,Americas
2020-03-24,France,22622,1102,3250,18270,2499,240,1044,Europe
2020-03-24,Germany,32986,157,3243,29586,3930,34,2977,Europe
2020-03-24,Italy,69176,6820,8326,54030,5249,743,1302,Europe
2020-03-24,Spain,39885,2808,3794,33283,4749,497,1219,Europe
2020-03-24,US,54112,1021,348,52743,10262,237,170,Americas
2020-03-24,United Kingdom,15126,509,140,14477,2382,149,73,Europe
2020-03-25,Canada,3238,29,0,3209,461,4,0,Americas
2020-03-25,France,25600,1333,3907,20360,2978,231,657,Europe
2020-03-25,Germany,37323,206,3547,33570,4337,49,304,Europe
2020-03-25,Italy,74386,7503,9362,57521,5210,683,1036,Europe
2020-03-25,Spain,49515,3647,5367,40501,9630,839,1573,Europe
2020-03-25,US,66055,1333,361,64361,11943,312,13,Americas
2020-03-25,United Kingdom,17843,696,140,17007,2717,187,0,Europe
2020-03-26,Canada,4029,37,0,3992,791,8,0,Americas
2020-03-26,France,29551,1698,4955,22898,3951,365,1048,Europe
2020-03-26,Germany,43938,267,5673,37998,6615,61,2126,Europe
2020-03-26,Italy,80589,8215,10361,62013,6203,712,999,Europe
2020-03-26,Spain,57786,4365,7015,46406,8271,718,1648,Europe
2020-03-26,US,84091,1746,681,81664,18036,413,320,Americas
2020-03-26,United Kingdom,20970,880,150,19940,3127,184,10,Europe
2020-03-27,Canada,4669,53,0,4616,640,16,0,Americas
2020-03-27,France,33402,1997,5707,25698,3851,299,752,Europe
2020-03-27,Germany,50871,342,6658,43871,6933,75,985,Europe
2020-03-27,Italy,86498,9134,10950,66414,5909,919,589,Europe
2020-03-27,Spain,65719,5138,9357,51224,7933,773,2342,Europe
2020-03-27,US,102276,2300,869,99107,18185,554,188,Americas
2020-03-27,United Kingdom,24219,1164,151,22904,3249,284,1,Europe
2020-03-28,Canada,5563,60,0,5503,894,7,0,Americas
2020-03-28,France,38105,2317,5724,30064,4703,320,17,Europe
2020-03-28,Germany,57695,433,8481,48781,6824,91,1823,Europe
2020-03-28,Italy,92472,10023,12384,70065,5974,889,1434,Europe
2020-03-28,Spain,73235,5982,12285,54968,7516,844,2928,Europe
