date,unit,y,treat
2014-07-01,C2,0.0157640844570794,0
2014-08-01,C2,-0.0952246031381367,0
2014-09-01,C2,0.139331698017315,0
2014-10-01,C2,0.0475428310834944,0
2014-11-01,C2,0.0207931794482477,0
2014-12-01,C2,0.0337229270262807,0
2015-01-01,C2,-0.23965738918671,0
2015-02-01,C2,0.101325144102184,0
2015-03-01,C2,0.099301788021644,0
2015-04-01,C2,-0.079931639762215,0
2015-05-01,C2,0.0449578037149658,0
2015-06-01,C2,0.127802158611811,0
2015-07-01,C2,0.0633419883503157,0
2015-08-01,C2,-0.0024821653709175,0
2015-09-01,C2,0.143056146576894,0
2015-10-01,C2,-0.0247104175832016,0
2015-11-01,C2,0.049405034089288,0
2015-12-01,C2,-0.0670731989856845,0
2010-02-01,C3,0.216594601995411,0
2010-03-01,C3,0.0088420051038795,0
2010-04-01,C3,-0.138142310731228,0
2010-05-01,C3,0.206929042555889,0
2010-06-01,C3,0.169717547124129,0
2010-07-01,C3,-0.196423058041747,0
2010-08-01,C3,0.142880097923997,0
2010-09-01,C3,0.252792214066031,0
2010-10-01,C3,0.07002027691368,0
2010-11-01,C3,-0.049468478947623,0
2010-12-01,C3,-0.0675591939322508,0
2011-01-01,C3,-0.122217319362137,0
2011-02-01,C3,0.0383442386785111,0
2011-03-01,C3,0.166095731227858,0
2011-04-01,C3,-0.173800093706367,0
2011-05-01,C3,0.185677473518755,0
2011-06-01,C3,-0.173258043118115,0
2011-07-01,C3,0.0974387474982867,0
2011-08-01,C3,0.343199655901113,0
2011-09-01,C3,0.0183001047544007,0
2011-10-01,C3,-0.0400852779575747,0
2011-11-01,C3,-0.123398078609392,0
2011-12-01,C3,-0.284313141621585,0
2012-01-01,C3,-0.129013997494083,0
2012-02-01,C3,0.21829439931883,0
2012-03-01,C3,-0.0883819578897089,0
2012-04-01,C3,0.0267954153055143,0
2012-05-01,C3,0.172179394341391,0
2012-06-01,C3,0.0136391950498602,0
2012-07-01,C3,-0.113372720742015,0
2012-08-01,C3,0.184410503246356,0
2012-09-01,C3,0.036496417187692,0
2012-10-01,C3,0.0150540479059833,0
2012-11-01,C3,-0.0396705068325227,0
2012-12-01,C3,-0.118180551458312,0
2013-01-01,C3,0.155436498913722,0
2013-02-01,C3,0.164133014778431,0
2013-03-01,C3,0.107534473668491,0
2013-04-01,C3,-0.0954723596121667,0
2013-05-01,C3,0.0162286792612578,0
2013-06-01,C3,-0.198647653172447,0
2013-07-01,C3,0.166088545536965,0
2013-08-01,C3,0.0848780814499595,0
2013-09-01,C3,0.20733340854884,0
2013-10-01,C3,-0.0958467858154401,0
2013-11-01,C3,-0.134972318918556,0
2013-12-01,C3,-0.132899828920748,0
2014-01-01,C3,-0.0896614236336761,0
2014-02-01,C3,0.167132274028129,0
2014-03-01,C3,0.190848835719272,0
2014-04-01,C3,-0.0585946122130334,0
2014-05-01,C3,-0.100100213276058,0
2014-06-01,C3,-0.0945699377536506,0
2014-07-01,C3,0.0442549470209244,0
2014-08-01,C3,0.110290493248399,0
2014-09-01,C3,0.110289895308848,0
2014-10-01,C3,2.84270398527298e-05,0
2014-11-01,C3,-0.340990847917714,0
2014-12-01,C3,-0.0107036834455752,0
2015-01-01,C3,-0.372546592823129,0
2015-02-01,C3,0.107016684872181,0
2015-03-01,C3,0.151057089108938,0
2015-04-01,C3,-0.104622907647371,0
2015-05-01,C3,0.0356323859628747,0
2015-06-01,C3,-0.0331332862585745,0
2015-07-01,C3,0.0546920774129473,0
2015-08-01,C3,0.222087599027577,0
2015-09-01,C3,0.0335441512572237,0
2015-10-01,C3,-0.109802825474339,0
2015-11-01,C3,-0.0156501451713673,0
2015-12-01,C3,-0.233828189470076,0
2010-02-01,C4,-0.305429381909965,0
2010-03-01,C4,0.254128408332451,0
2010-04-01,C4,0.0807558345688459,0
2010-05-01,C4,-0.0036334768379031,0
2010-06-01,C4,-0.0121121027502289,0
2010-07-01,C4,0.0001719609066732,0
2010-08-01,C4,-0.764536206767002,0
2010-09-01,C4,0.562056405930679,0
2010-10-01,C4,0.468034195958118,0
2010-11-01,C4,-0.127874924187354,0
2010-12-01,C4,0.326810105634151,0
2011-01-01,C4,-0.0922622982417227,0
2011-02-01,C4,0.150300809367635,0
2011-03-01,C4,0.0210624680097826,0
2011-04-01,C4,-0.281402563455782,0
2011-05-01,C4,-0.030433722369251,0
2011-06-01,C4,-0.135387692537802,0
2011-07-01,C4,0.0479064173191386,0
2011-08-01,C4,-0.20955111121138,0
2011-09-01,C4,0.183777173985914,0
2011-10-01,C4,0.306488238025653,0
2011-11-01,C4,0.0303500631807792,0
2011-12-01,C4,0.289349913748069,0
2012-01-01,C4,0.0345540151347059,0
2012-02-01,C4,-0.213117535975589,0
2012-03-01,C4,-0.0063531608316251,0
2012-04-01,C4,-0.135700439803343,0
2012-05-01,C4,0.0136997874177514,0
2012-06-01,C4,0.0002040348675977,0
2012-07-01,C4,-0.0178938520128966,0
2012-08-01,C4,-0.20280140957676,0
2012-09-01,C4,0.151185069677705,0
2012-10-01,C4,0.0541248667613923,0
2012-11-01,C4,0.357063685871823,0
2012-12-01,C4,0.165036976032238,0
2013-01-01,C4,-0.158549504641376,0
2013-02-01,C4,0.104555619737779,0
2013-03-01,C4,-0.100170949818425,0
2013-04-01,C4,-0.126783406360004,0
2013-05-01,C4,0.158359795896624,0
2013-06-01,C4,-0.0060409930748077,0
2013-07-01,C4,0.0248650088468541,0
2013-08-01,C4,-0.0708262075889907,0
2013-09-01,C4,0.364758806726657,0
2013-10-01,C4,0.389573937867294,0
2013-11-01,C4,0.0869143559333052,0
2013-12-01,C4,0.13727456511239,0
2014-01-01,C4,-0.0993131511247327,0
2014-02-01,C4,-0.11851737181132,0
2014-03-01,C4,-0.897769883454773,0
2014-04-01,C4,0.616615087905891,0
2014-05-01,C4,-0.134432182885146,0
2014-06-01,C4,-0.158427299756396,0
2014-07-01,C4,-0.0962371803231417,0
2014-08-01,C4,-0.337429229843382,0
2014-09-01,C4,0.131717053143071,0
2014-10-01,C4,0.0291563384170601,0
2014-11-01,C4,0.026810688286381,0
2014-12-01,C4,0.34100263346468,0
2015-01-01,C4,-0.507771279605624,0
2015-02-01,C4,-0.103830905694363,0
2015-03-01,C4,0.244097181934647,0
2015-04-01,C4,-0.0512657457039953,0
2015-05-01,C4,0.0565391515584484,0
2015-06-01,C4,0.0767077891978207,0
2015-07-01,C4,-0.128732292966174,0
2015-08-01,C4,-0.0804578536346847,0
2015-09-01,C4,0.0045354995957316,0
2015-10-01,C4,0.182197141110584,0
2015-11-01,C4,0.197990336828013,0
2015-12-01,C4,0.174159679726663,0
2010-02-01,C5,0.13833756426689,0
2010-03-01,C5,0.231801993544456,0
2010-04-01,C5,-0.142176978497774,0
2010-05-01,C5,-0.130682679058711,0
2010-06-01,C5,0.0163825577771539,0
2010-07-01,C5,0.0209137121421485,0
2010-08-01,C5,-0.307973825056031,0
2010-09-01,C5,-0.016304669883485,0
2010-10-01,C5,0.482244612388742,0
2010-11-01,C5,-0.0017475269113198,0
2010-12-01,C5,0.0148134121298833,0
2011-01-01,C5,0.05367273078968,0
2011-02-01,C5,0.0876760910860908,0
2011-03-01,C5,0.269329948474814,0
2011-04-01,C5,-0.0942439401355966,0
2011-05-01,C5,0.0732661182236196,0
2011-06-01,C5,-0.2586179489372,0
2011-07-01,C5,-0.0762304220931451,0
2011-08-01,C5,0.195806146969168,0
2011-09-01,C5,-0.164738270324083,0
2011-10-01,C5,0.244920904249326,0
2011-11-01,C5,0.0660394472163102,0
2011-12-01,C5,0.0804399527540838,0
2012-01-01,C5,-0.30116326258404,0
2012-02-01,C5,0.450539191136733,0
2012-03-01,C5,-0.204517324356817,0
2012-04-01,C5,-0.23234482456239,0
2012-05-01,C5,0.144486348307439,0
2012-06-01,C5,-0.147121061714982,0
2012-07-01,C5,-0.128771199945168,0
2012-08-01,C5,-0.0201521880403766,0
2012-09-01,C5,0.007308318378727,0
2012-10-01,C5,0.13374671167721,0
2012-11-01,C5,0.136589516178864,0
2012-12-01,C5,-0.0898997081910151,0
2013-01-01,C5,0.137062710637131,0
2013-02-01,C5,-0.0431759119335773,0
2013-03-01,C5,0.245301417595347,0
2013-04-01,C5,-0.157169660454186,0
2013-05-01,C5,0.0044446458361573,0
2013-06-01,C5,0.0539272089405385,0
2013-07-01,C5,-0.0896673328936579,0
2013-08-01,C5,-0.141370049160627,0
2013-09-01,C5,-0.150193318147843,0
2013-10-01,C5,0.215306740636813,0
2013-11-01,C5,0.017874972420846,0
2013-12-01,C5,-0.0417749472752371,0
2014-01-01,C5,0.137847233880359,0
2014-02-01,C5,-0.0977890926530938,0
2014-03-01,C5,0.0145100523003761,0
2014-04-01,C5,0.158384961249221,0
2014-05-01,C5,-0.104999249115064,0
2014-06-01,C5,-0.111828514458698,0
2014-07-01,C5,0.0160560173644502,0
2014-08-01,C5,-0.115099018435196,0
2014-09-01,C5,0.039869715144107,0
2014-10-01,C5,0.0575983282827828,0
2014-11-01,C5,0.0950286555023734,0
2014-12-01,C5,0.0986372224197556,0
2015-01-01,C5,-0.181694755504123,0
2015-02-01,C5,0.0054022881352704,0
2015-03-01,C5,0.113436615149765,0
2015-04-01,C5,-0.051498648077013,0
2015-05-01,C5,0.0256654846510269,0
2015-06-01,C5,0.0674572515015788,0
2015-07-01,C5,-0.161225630190809,0
2015-08-01,C5,-0.0179963859025793,0
2015-09-01,C5,0.0482678528438401,0
2015-10-01,C5,-0.0664583099146201,0
2015-11-01,C5,0.0230735952074488,0
2015-12-01,C5,0.138826892541489,0
2010-02-01,C6,0.323776329588309,0
2010-03-01,C6,0.601702397932941,0
2010-04-01,C6,0.0891525114587068,0
2010-05-01,C6,0.221122985690299,0
2010-06-01,C6,0.0991761300573231,0
2010-07-01,C6,0.223277864150047,0
2010-08-01,C6,-0.696899457372691,0
2010-09-01,C6,-0.195242394076469,0
2010-10-01,C6,0.392432505181853,0
2010-11-01,C6,-0.844085241552289,0
2010-12-01,C6,0.0264830163320677,0
2011-01-01,C6,-0.0880144570986916,0
2011-02-01,C6,0.566608604831181,0
2011-03-01,C6,0.477081724763218,0
2011-04-01,C6,0.186669874587714,0
2011-05-01,C6,0.0188868633672485,0
2011-06-01,C6,0.369067505946024,0
2011-07-01,C6,0.14935254442364,0
2011-08-01,C6,-0.398533385782948,0
2011-09-01,C6,-0.0947787074719475,0
2011-10-01,C6,-0.611058817148367,0
2011-11-01,C6,-0.102980683720641,0
2011-12-01,C6,0.199370349591542,0
2012-01-01,C6,-0.529855548026178,0
2012-02-01,C6,0.475216819448474,0
2012-03-01,C6,0.388502399670946,0
2012-04-01,C6,0.105152142598529,0
2012-05-01,C6,-0.0657419946619333,0
2012-06-01,C6,0.186270684715399,0
2012-07-01,C6,0.253761473289341,0
2012-08-01,C6,0.29874351719295,0
2012-09-01,C6,-0.759310672716206,0
2012-10-01,C6,-0.23088147972116,0
2012-11-01,C6,0.190571686608668,0
2012-12-01,C6,0.0278069073622702,0
2013-01-01,C6,0.0348347190179648,0
2013-02-01,C6,1.3803009184965e-05,0
2013-03-01,C6,0.152055548728552,0
2013-04-01,C6,0.217809091317235,0
2013-05-01,C6,0.0571722814299149,0
2013-06-01,C6,-0.0997368726284891,0
2013-07-01,C6,0.213810579487196,0
2013-08-01,C6,0.338928621948425,0
2013-09-01,C6,-0.373169354220917,0
2013-10-01,C6,-0.60188938547323,0
2013-11-01,C6,0.0139311860717704,0
2013-12-01,C6,0.182710056986142,0
2014-01-01,C6,-0.270824849818466,0
2014-02-01,C6,0.511321249673986,0
2014-03-01,C6,-0.0119144582654007,0
2014-04-01,C6,0.0488547941532786,0
2014-05-01,C6,-0.0674010812536712,0
2014-06-01,C6,0.0195995676950873,0
2014-07-01,C6,0.392981429186464,0
2014-08-01,C6,0.14899620661126,0
2014-09-01,C6,-0.0662832181164217,0
2014-10-01,C6,-0.707516456035482,0
2014-11-01,C6,-0.368804105098004,0
2014-12-01,C6,0.363990724607323,0
2015-01-01,C6,0.048653449443933,0
2015-02-01,C6,0.316677955535795,0
2015-03-01,C6,0.291727974504368,0
2015-04-01,C6,-0.414836274348524,0
2015-05-01,C6,-0.0453990579402821,0
2015-06-01,C6,0.0012617523389773,0
2015-07-01,C6,0.506160852435915,0
2015-08-01,C6,0.150609477983262,0
2015-09-01,C6,-0.282694098810485,0
2015-10-01,C6,-0.410175753323714,0
2015-11-01,C6,-0.588234782267937,0
2015-12-01,C6,0.377426751047433,0
2010-02-01,C7,0.179241601571161,0
2010-03-01,C7,0.258040606769383,0
2010-04-01,C7,0.127990074778003,0
2010-05-01,C7,-0.474751518621389,0
2010-06-01,C7,-0.0383926205426022,0
2010-07-01,C7,-0.43729654009384,0
2010-08-01,C7,-0.256803074100691,0
2010-09-01,C7,0.335960193139079,0
2010-10-01,C7,-0.147368937751726,0
2010-11-01,C7,0.203108554250557,0
2010-12-01,C7,0.370978409557839,0
2011-01-01,C7,-0.0656840948671347,0
2011-02-01,C7,0.276957467919538,0
2011-03-01,C7,0.0851359705252168,0
2011-04-01,C7,-1.13017572392736,0
2011-05-01,C7,1.21022311141115,0
2011-06-01,C7,-1.17142830094024,0
2011-07-01,C7,0.695527846103293,0
2011-08-01,C7,0.381738496637945,0
2011-09-01,C7,-0.48895308928398,0
2011-10-01,C7,0.262933962129467,0
2011-11-01,C7,-0.0053660134372206,0
2011-12-01,C7,0.652953624251026,0
2012-01-01,C7,-0.738208829443382,0
2012-02-01,C7,0.52314196573378,0
2012-03-01,C7,-1.09930690333321,0
2012-04-01,C7,0.920325044705351,0
2012-05-01,C7,-0.0760565744101314,0
2012-06-01,C7,-0.709598778698256,0
2012-07-01,C7,-0.0235757639924286,0
2012-08-01,C7,1.02148352312532,0
2012-09-01,C7,-0.820487584627585,0
2012-10-01,C7,0.670336351567029,0
2012-11-01,C7,-0.0915941885913627,0
2012-12-01,C7,0.0969649113721989,0
2013-01-01,C7,-0.0970420579893982,0
2013-02-01,C7,0.133739091507325,0
2013-03-01,C7,0.217900621607438,0
2013-04-01,C7,-0.793340223482931,0
2013-05-01,C7,0.714835210835806,0
2013-06-01,C7,-0.734366296424406,0
2013-07-01,C7,0.594035728727063,0
2013-08-01,C7,-0.387482995516154,0
2013-09-01,C7,0.691034622576209,0
2013-10-01,C7,-0.131602091393209,0
2013-11-01,C7,-0.338987237443616,0
2013-12-01,C7,0.662948318183879,0
2014-01-01,C7,-0.201561736411231,0
2014-02-01,C7,0.12043623440811,0
2014-03-01,C7,-0.0537069287211862,0
2014-04-01,C7,-1.05108221589297,0
2014-05-01,C7,0.532240265216259,0
2014-06-01,C7,-0.0187477693517559,0
2014-07-01,C7,-0.0244400793918755,0
2014-08-01,C7,0.349252515569701,0
2014-09-01,C7,-0.291712956113629,0
2014-10-01,C7,-0.0068444215661376,0
2014-11-01,C7,0.0515913903264051,0
2014-12-01,C7,0.566222488300397,0
2015-01-01,C7,-0.363129438493607,0
2015-02-01,C7,0.19769920912109,0
2015-03-01,C7,-1.89384514732459,0
2015-04-01,C7,0.280552036010141,0
2015-05-01,C7,-0.172603383403773,0
2015-06-01,C7,-0.44771183891185,0
2015-07-01,C7,-0.204457287131227,0
2015-08-01,C7,-0.623921637198571,0
2015-09-01,C7,1.3893795051216,0
2015-10-01,C7,-0.367842406707153,0
2015-11-01,C7,0.316406521428758,0
2015-12-01,C7,-0.172467709881234,0
2010-02-01,C8,-0.384692090934848,0
2010-03-01,C8,-0.0908070984679634,0
2010-04-01,C8,0.323090334019117,0
2010-05-01,C8,0.176273690637131,0
2010-06-01,C8,-0.673902257754183,0
2010-07-01,C8,0.173696154935314,0
2010-08-01,C8,0.135696701753528,0
2010-09-01,C8,-0.12306523184008,0
2010-10-01,C8,0.275560393788497,0
2010-11-01,C8,0.377542221641886,0
2010-12-01,C8,-0.168323725633549,0
2011-01-01,C8,0.395731607813349,0
2011-02-01,C8,-0.710228272665199,0
2011-03-01,C8,0.120077766668144,0
2011-04-01,C8,0.278281464408136,0
2011-05-01,C8,0.156970118616413,0
2011-06-01,C8,-0.275904516345689,0
2011-07-01,C8,-0.242345000843663,0
2011-08-01,C8,0.489172227378766,0
2011-09-01,C8,-0.4633034866756,0
2011-10-01,C8,0.727945817719132,0
2011-11-01,C8,-0.121946159362401,0
2011-12-01,C8,-0.0110042631612357,0
2012-01-01,C8,0.295218355337115,0
2012-02-01,C8,-0.543272453676398,0
2012-03-01,C8,0.146080812797609,0
2012-04-01,C8,0.356501331098785,0
2012-05-01,C8,-0.16647163090672,0
2012-06-01,C8,-0.628809749238483,0
2012-07-01,C8,0.248852281089679,0
2012-08-01,C8,0.218943460906289,0
2012-09-01,C8,-0.2338204104688,0
2012-10-01,C8,0.194067695781643,0
2012-11-01,C8,0.114895415115456,0
2012-12-01,C8,0.119447523320487,0
2013-01-01,C8,0.496336472961366,0
2013-02-01,C8,-0.65953599601499,0
2013-03-01,C8,0.0968439592274271,0
2013-04-01,C8,0.172671368860153,0
2013-05-01,C8,-0.0927254890438087,0
2013-06-01,C8,-0.153399451542347,0
2013-07-01,C8,-0.36857233201408,0
2013-08-01,C8,0.247188089738787,0
2013-09-01,C8,-0.050444606102098,0
2013-10-01,C8,-0.0383024015890934,0
2013-11-01,C8,0.245295433166074,0
2013-12-01,C8,0.337602951763898,0
2014-01-01,C8,0.445851963859589,0
2014-02-01,C8,-0.743850865327747,0
2014-03-01,C8,0.0110640565423035,0
2014-04-01,C8,0.335656530744203,0
2014-05-01,C8,-0.0964078759929023,0
2014-06-01,C8,-0.0416469783734446,0
2014-07-01,C8,-0.0896280568269798,0
2014-08-01,C8,0.0462976093440721,0
2014-09-01,C8,-0.547069461115662,0
2014-10-01,C8,0.0838181591789464,0
2014-11-01,C8,0.0656180099353714,0
2014-12-01,C8,0.768081252284611,0
2015-01-01,C8,0.275221693726216,0
2015-02-01,C8,-0.50332783286682,0
2015-03-01,C8,-0.206861139227473,0
2015-04-01,C8,0.252383628364288,0
2015-05-01,C8,-0.126761622694353,0
2015-06-01,C8,-0.305901083733274,0
2015-07-01,C8,0.0411238315657192,0
2015-08-01,C8,-0.0401591059158912,0
2015-09-01,C8,-0.265152756857352,0
2015-10-01,C8,-0.107456020617017,0
2015-11-01,C8,-0.016227089339913,0
2015-12-01,C8,0.677514337525534,0
2010-02-01,C9,-0.140919175857451,0
2010-03-01,C9,0.333174383724701,0
2010-04-01,C9,-0.321238260322835,0
2010-05-01,C9,0.29278522798636,0
2010-06-01,C9,-0.158323829872398,0
2010-07-01,C9,-0.253828595772828,0
2010-08-01,C9,-0.0503905577344237,0
2010-09-01,C9,-0.0688748735352982,0
2010-10-01,C9,0.455307541035,0
2010-11-01,C9,-0.210942423749601,0
2010-12-01,C9,0.242637625452538,0
2011-01-01,C9,-0.0028691739657604,0
2011-02-01,C9,0.102727430033327,0
2011-03-01,C9,0.118748258294963,0
2011-04-01,C9,-0.0186715026902595,0
2011-05-01,C9,0.137575406025021,0
2011-06-01,C9,-0.237642062599799,0
2011-07-01,C9,2.35937963344313e-05,0
2011-08-01,C9,-0.0201000946404433,0
2011-09-01,C9,0.0017793286949223,0
2011-10-01,C9,0.193011236919092,0
2011-11-01,C9,0.286166366485781,0
2011-12-01,C9,-0.242923953925662,0
2012-01-01,C9,-0.124356704916107,0
2012-02-01,C9,0.147944166095306,0
2012-03-01,C9,0.539839446010552,0
2012-04-01,C9,-0.344996764711984,0
2012-05-01,C9,-0.0700981906994285,0
2012-06-01,C9,-0.187196306962817,0
2012-07-01,C9,0.121442254824958,0
2012-08-01,C9,0.0863060696416951,0
2012-09-01,C9,-0.0971453202739148,0
2012-10-01,C9,-0.067627149336797,0
