ID,date,first_date,last_date,introuble,connection,type,bid_itp,ask_itp,mid_itp,connected,year,prc_log,panic,time,treat_a,treat_c
1,1906-03-02,1905-01-27,1909-12-31,0,0.0,normal,124.0,127.33333333333326,125.666664,0.0,1906.0,4.833632946014404,0.0,21.0,0.0,0.0
1,1906-03-09,1905-01-27,1909-12-31,0,0.0,normal,124.0,127.66666666666652,125.833336,0.0,1906.0,4.834958076477051,0.0,22.0,0.0,0.0
1,1906-03-16,1905-01-27,1909-12-31,0,0.0,normal,124.0,128.0,126.0,0.0,1906.0,4.836281776428223,0.0,23.0,0.0,0.0
1,1906-03-23,1905-01-27,1909-12-31,0,0.0,normal,124.0,128.0,126.0,0.0,1906.0,4.836281776428223,0.0,24.0,0.0,0.0
1,1906-03-30,1905-01-27,1909-12-31,0,0.0,normal,124.0,128.0,126.0,0.0,1906.0,4.836281776428223,0.0,25.0,0.0,0.0
1,1906-04-06,1905-01-27,1909-12-31,0,0.0,normal,124.0,129.0,126.5,0.0,1906.0,4.840242385864258,0.0,26.0,0.0,0.0
1,1906-04-13,1905-01-27,1909-12-31,0,0.0,normal,124.0,130.0,127.0,0.0,1906.0,4.844187259674072,0.0,27.0,0.0,0.0
1,1906-04-20,1905-01-27,1909-12-31,0,0.0,normal,124.0,130.0,127.0,0.0,1906.0,4.844187259674072,0.0,28.0,0.0,0.0
1,1906-04-27,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1906.0,4.848116397857666,0.0,29.0,0.0,0.0
1,1906-05-04,1905-01-27,1909-12-31,0,0.0,normal,122.5,127.5,125.0,0.0,1906.0,4.828313827514648,0.0,30.0,0.0,0.0
1,1906-05-11,1905-01-27,1909-12-31,0,0.0,normal,120.66666666666606,125.0,122.833336,0.0,1906.0,4.81082820892334,0.0,31.0,0.0,0.0
1,1906-05-18,1905-01-27,1909-12-31,0,0.0,normal,118.83333333333303,125.0,121.916664,0.0,1906.0,4.803337574005127,0.0,32.0,0.0,0.0
1,1906-05-25,1905-01-27,1909-12-31,0,0.0,normal,117.0,125.0,121.0,0.0,1906.0,4.795790672302246,0.0,33.0,0.0,0.0
1,1906-06-01,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,34.0,0.0,0.0
1,1906-06-08,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,35.0,0.0,0.0
1,1906-06-15,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,36.0,0.0,0.0
1,1906-06-22,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,37.0,0.0,0.0
1,1906-06-29,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,38.0,0.0,0.0
1,1906-07-02,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,39.0,0.0,0.0
1,1906-07-04,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,40.0,0.0,0.0
1,1906-07-06,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,41.0,0.0,0.0
1,1906-07-09,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,42.0,0.0,0.0
1,1906-07-11,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,43.0,0.0,0.0
1,1906-07-13,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,44.0,0.0,0.0
1,1906-07-16,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,45.0,0.0,0.0
1,1906-07-18,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,46.0,0.0,0.0
1,1906-07-20,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,47.0,0.0,0.0
1,1906-07-23,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,48.0,0.0,0.0
1,1906-07-25,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,49.0,0.0,0.0
1,1906-07-27,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,50.0,0.0,0.0
1,1906-07-30,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,51.0,0.0,0.0
1,1906-08-01,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,52.0,0.0,0.0
1,1906-08-03,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,53.0,0.0,0.0
1,1906-08-06,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,54.0,0.0,0.0
1,1906-08-08,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,55.0,0.0,0.0
1,1906-08-10,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,56.0,0.0,0.0
1,1906-08-13,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,57.0,0.0,0.0
1,1906-08-15,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,58.0,0.0,0.0
1,1906-08-17,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,59.0,0.0,0.0
1,1906-08-22,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,60.0,0.0,0.0
1,1906-08-24,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,61.0,0.0,0.0
1,1906-08-27,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,62.0,0.0,0.0
1,1906-08-29,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,63.0,0.0,0.0
1,1906-08-31,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,64.0,0.0,0.0
1,1906-09-03,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,65.0,0.0,0.0
1,1906-09-05,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,66.0,0.0,0.0
1,1906-09-07,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,67.0,0.0,0.0
1,1906-09-10,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,68.0,0.0,0.0
1,1906-09-12,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,69.0,0.0,0.0
1,1906-09-14,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,70.0,0.0,0.0
1,1906-09-17,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,71.0,0.0,0.0
1,1906-09-19,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,72.0,0.0,0.0
1,1906-09-21,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,73.0,0.0,0.0
1,1906-09-24,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,74.0,0.0,0.0
1,1906-09-26,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,75.0,0.0,0.0
1,1906-09-28,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,76.0,0.0,0.0
1,1906-10-01,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,77.0,0.0,0.0
1,1906-10-03,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,78.0,0.0,0.0
1,1906-10-05,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,79.0,0.0,0.0
1,1906-10-08,1905-01-27,1909-12-31,0,0.0,normal,118.0,125.0,121.5,0.0,1906.0,4.799914360046387,0.0,80.0,0.0,0.0
1,1906-10-10,1905-01-27,1909-12-31,0,0.0,normal,122.5,127.27272727272793,124.88636,0.0,1906.0,4.827404022216797,0.0,81.0,0.0,0.0
1,1906-10-12,1905-01-27,1909-12-31,0,0.0,normal,130.0,129.54545454545587,129.77272,0.0,1906.0,4.865784645080566,0.0,82.0,0.0,0.0
1,1906-10-15,1905-01-27,1909-12-31,0,0.0,normal,135.0,132.95454545454413,133.97728,0.0,1906.0,4.897670269012451,0.0,83.0,0.0,0.0
1,1906-10-17,1905-01-27,1909-12-31,0,0.0,normal,135.0,135.22727272727207,135.11363,0.0,1906.0,4.906116008758545,0.0,84.0,0.0,0.0
1,1906-10-19,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,85.0,0.0,0.0
1,1906-10-22,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,86.0,0.0,0.0
1,1906-10-24,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,87.0,0.0,0.0
1,1906-10-26,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,88.0,0.0,0.0
1,1906-10-29,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,89.0,0.0,0.0
1,1906-10-31,1905-01-27,1909-12-31,0,0.0,normal,133.0,137.5,135.25,0.0,1906.0,4.907124996185303,0.0,90.0,0.0,0.0
1,1906-11-02,1905-01-27,1909-12-31,0,0.0,normal,130.0,135.0,132.5,0.0,1906.0,4.886582851409912,0.0,91.0,0.0,0.0
1,1906-11-05,1905-01-27,1909-12-31,0,0.0,normal,130.0,135.0,132.5,0.0,1906.0,4.886582851409912,0.0,92.0,0.0,0.0
1,1906-11-09,1905-01-27,1909-12-31,0,0.0,normal,130.0,135.0,132.5,0.0,1906.0,4.886582851409912,0.0,93.0,0.0,0.0
1,1906-11-12,1905-01-27,1909-12-31,0,0.0,normal,130.0,135.0,132.5,0.0,1906.0,4.886582851409912,0.0,94.0,0.0,0.0
1,1906-11-14,1905-01-27,1909-12-31,0,0.0,normal,130.0,135.0,132.5,0.0,1906.0,4.886582851409912,0.0,95.0,0.0,0.0
1,1906-11-16,1905-01-27,1909-12-31,0,0.0,normal,130.0,140.0,135.0,0.0,1906.0,4.905274868011475,0.0,96.0,0.0,0.0
1,1906-11-19,1905-01-27,1909-12-31,0,0.0,normal,130.0,140.0,135.0,0.0,1906.0,4.905274868011475,0.0,97.0,0.0,0.0
1,1906-11-21,1905-01-27,1909-12-31,0,0.0,normal,130.0,140.0,135.0,0.0,1906.0,4.905274868011475,0.0,98.0,0.0,0.0
1,1906-11-23,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,99.0,0.0,0.0
1,1906-11-28,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,100.0,0.0,0.0
1,1906-12-03,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,101.0,0.0,0.0
1,1906-12-05,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,102.0,0.0,0.0
1,1906-12-07,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,103.0,0.0,0.0
1,1906-12-10,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,104.0,0.0,0.0
1,1906-12-12,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,105.0,0.0,0.0
1,1906-12-14,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,106.0,0.0,0.0
1,1906-12-17,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,107.0,0.0,0.0
1,1906-12-19,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,108.0,0.0,0.0
1,1906-12-21,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,109.0,0.0,0.0
1,1906-12-24,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,110.0,0.0,0.0
1,1906-12-28,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1906.0,4.905274868011475,0.0,111.0,0.0,0.0
1,1907-01-07,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,112.0,0.0,0.0
1,1907-01-09,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,113.0,0.0,0.0
1,1907-01-11,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,114.0,0.0,0.0
1,1907-01-14,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,115.0,0.0,0.0
1,1907-01-16,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,116.0,0.0,0.0
1,1907-01-18,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,117.0,0.0,0.0
1,1907-01-21,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,118.0,0.0,0.0
1,1907-01-23,1905-01-27,1909-12-31,0,0.0,normal,132.5,137.5,135.0,0.0,1907.0,4.905274868011475,0.0,119.0,0.0,0.0
1,1907-01-25,1905-01-27,1909-12-31,0,0.0,normal,125.0,135.0,130.0,0.0,1907.0,4.867534637451172,0.0,120.0,0.0,0.0
1,1907-01-28,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,121.0,0.0,0.0
1,1907-01-30,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,122.0,0.0,0.0
1,1907-02-01,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,123.0,0.0,0.0
1,1907-02-04,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,124.0,0.0,0.0
1,1907-02-06,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,125.0,0.0,0.0
1,1907-02-08,1905-01-27,1909-12-31,0,0.0,normal,125.0,132.0,128.5,0.0,1907.0,4.855928897857666,0.0,126.0,0.0,0.0
1,1907-02-11,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,127.0,0.0,0.0
1,1907-02-15,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,128.0,0.0,0.0
1,1907-02-18,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,129.0,0.0,0.0
1,1907-02-20,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,130.0,0.0,0.0
1,1907-02-22,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,131.0,0.0,0.0
1,1907-02-27,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,132.0,0.0,0.0
1,1907-03-01,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,133.0,0.0,0.0
1,1907-03-04,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,134.0,0.0,0.0
1,1907-03-06,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,135.0,0.0,0.0
1,1907-03-08,1905-01-27,1909-12-31,0,0.0,normal,125.0,130.0,127.5,0.0,1907.0,4.848116397857666,0.0,136.0,0.0,0.0
1,1907-03-11,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,137.0,0.0,0.0
1,1907-03-13,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,138.0,0.0,0.0
1,1907-03-15,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,139.0,0.0,0.0
1,1907-03-18,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,140.0,0.0,0.0
1,1907-03-20,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,141.0,0.0,0.0
1,1907-03-22,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,142.0,0.0,0.0
1,1907-03-25,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,143.0,0.0,0.0
1,1907-03-27,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,144.0,0.0,0.0
1,1907-03-29,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,145.0,0.0,0.0
1,1907-04-01,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,146.0,0.0,0.0
1,1907-04-03,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,147.0,0.0,0.0
1,1907-04-05,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,148.0,0.0,0.0
1,1907-04-08,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,149.0,0.0,0.0
1,1907-04-10,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,150.0,0.0,0.0
1,1907-04-12,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,151.0,0.0,0.0
1,1907-04-15,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,152.0,0.0,0.0
1,1907-04-17,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,153.0,0.0,0.0
1,1907-04-19,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,154.0,0.0,0.0
1,1907-04-22,1905-01-27,1909-12-31,0,0.0,normal,120.0,125.0,122.5,0.0,1907.0,4.808111190795898,0.0,155.0,0.0,0.0
1,1907-04-24,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,156.0,0.0,0.0
1,1907-04-26,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,157.0,0.0,0.0
1,1907-04-29,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,158.0,0.0,0.0
1,1907-05-01,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,159.0,0.0,0.0
1,1907-05-03,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,160.0,0.0,0.0
1,1907-05-06,1905-01-27,1909-12-31,0,0.0,normal,120.0,130.0,125.0,0.0,1907.0,4.828313827514648,0.0,161.0,0.0,0.0
1,1907-05-08,1905-01-27,1909-12-31,0,0.0,normal,120.0,126.0,123.0,0.0,1907.0,4.8121843338012695,0.0,162.0,0.0,0.0
1,1907-05-10,1905-01-27,1909-12-31,0,0.0,normal,120.0,126.0,123.0,0.0,1907.0,4.8121843338012695,0.0,163.0,0.0,0.0
1,1907-05-13,1905-01-27,1909-12-31,0,0.0,normal,120.0,126.0,123.0,0.0,1907.0,4.8121843338012695,0.0,164.0,0.0,0.0
1,1907-05-15,1905-01-27,1909-12-31,0,0.0,normal,120.0,126.0,123.0,0.0,1907.0,4.8121843338012695,0.0,165.0,0.0,0.0
1,1907-05-17,1905-01-27,1909-12-31,0,0.0,normal,120.0,126.0,123.0,0.0,1907.0,4.8121843338012695,0.0,166.0,0.0,0.0
1,1907-05-20,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,167.0,0.0,0.0
1,1907-05-22,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,168.0,0.0,0.0
1,1907-05-24,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,169.0,0.0,0.0
1,1907-05-27,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,170.0,0.0,0.0
1,1907-05-29,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,171.0,0.0,0.0
1,1907-06-03,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,172.0,0.0,0.0
1,1907-06-05,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,173.0,0.0,0.0
1,1907-06-07,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,174.0,0.0,0.0
1,1907-06-10,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,175.0,0.0,0.0
1,1907-06-12,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,176.0,0.0,0.0
1,1907-06-14,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,177.0,0.0,0.0
1,1907-06-17,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,178.0,0.0,0.0
1,1907-06-19,1905-01-27,1909-12-31,0,0.0,normal,115.0,125.0,120.0,0.0,1907.0,4.787491798400879,0.0,179.0,0.0,0.0
