"time","id","X1","X2"
23,103,1.33289248820237,2.32760336294542
24,103,2.15684954302014,-1.40843342373084
25,103,0.457012887740582,0.841462886350818
26,103,1.22475799869566,2.44607750611437
27,103,1.40923610814827,0.449346498930306
28,103,-1.00086575888491,-0.0424566075082744
29,103,0.0616930328415775,2.30294056283919
30,103,2.95062393338196,2.36726787998322
1,104,3.19360849832235,3.61480276580237
2,104,1.72664174611213,2.2805361474791
3,104,1.51033563526159,2.54272064540845
4,104,2.38092888493532,2.72205439851975
5,104,1.64753075181721,0.948009365286184
6,104,2.17116870430121,2.3191538167377
7,104,-2.31776673720721,-0.257248627245963
8,104,2.01837175810454,2.32573596097881
9,104,1.49116846676053,1.61704552650124
10,104,3.92058851187769,0.874845551009127
11,104,0.554496975957793,1.53887478871871
12,104,0.856669438429148,2.67087489784469
13,104,1.72198037613313,-0.0122320745942899
14,104,1.1547632881981,-0.301919788543986
15,104,-0.0898861680883576,-1.48259423724149
16,104,1.02490504258253,0.527432116435847
17,104,1.72163160421865,1.50065045465345
18,104,3.26757331983486,0.936530026110629
19,104,3.0090778679393,1.9094372955309
20,104,1.94894466472738,3.21957742775257
21,104,2.19706268412768,0.576976632258457
22,104,-1.03297901497036,-0.439461132765008
23,104,2.59856801985873,2.27433860616957
24,104,0.459666322825923,-0.805673919687082
25,104,0.389764502962444,-0.529497581744839
26,104,2.90189177870905,0.640984648682671
27,104,0.533940505463402,-0.672708883717656
28,104,0.187340411541033,-0.83709102288194
29,104,0.669956543141374,0.624897106727738
30,104,1.32209497430355,-0.0270780115723253
1,105,3.23587365543069,4.11827988857166
2,105,2.52150767962209,3.76343264866679
3,105,2.49592931012335,4.02658893428519
4,105,3.00248711985368,4.86985178319763
5,105,1.37376977513652,1.15772844582466
6,105,4.692173191813,3.03166219464032
7,105,-0.622656166735617,-0.655417561138542
8,105,4.44662771728535,2.38393943275611
9,105,0.685402414863655,3.00073135244537
10,105,3.04513574720903,3.5470876010423
11,105,3.14594814034251,3.88361600725975
12,105,1.60446061101235,1.29566888130888
13,105,1.28487160103997,-0.0583401582424754
14,105,0.40523903506365,0.281704919697026
15,105,0.247718996317236,1.0642715161502
16,105,0.482510132488753,1.46791601356264
17,105,3.27079468182316,6.10953654832868
18,105,2.87122882134548,3.79824420841181
19,105,4.12559888866144,2.64044486461708
20,105,5.43430564231582,1.94340508292796
21,105,0.933972812254305,0.327849878985804
22,105,-0.796337641741738,-0.187540344334701
23,105,2.73095444434374,3.34742032069743
24,105,0.620703219889419,0.844757503851902
25,105,-1.22713510525274,1.22250439497714
26,105,3.43305550502655,2.97411178891597
27,105,0.307013315497036,0.496764872574021
28,105,-0.71487481511354,-1.30351972188306
29,105,1.41420739403658,2.49470166065178
30,105,1.57534751636984,1.96761512024197
1,106,-0.00437341434588956,0.975039104895218
2,106,-0.0988016948511923,-0.960080403576087
3,106,1.56563629605623,-0.80000693316816
4,106,-0.340049515019816,-0.4218739891505
5,106,0.962998716460735,1.29089044829555
6,106,-1.78879012566762,-0.955589455889052
7,106,2.3976594317974,0.323416377251337
8,106,0.0852437788740898,-2.91350282919557
9,106,-0.486327830097679,0.744274447526537
10,106,0.248609457953233,-0.963292166236403
11,106,0.762186901341308,0.294327777679498
12,106,-0.90323276830633,1.90765609294863
13,106,2.15970316178066,-0.0263228541772291
14,106,0.90354457123174,1.75830065796398
15,106,1.69767958497553,0.423963031029249
16,106,0.416567938527671,0.712911255150414
17,106,-0.785869500479325,-1.60924604119216
18,106,-1.90697774722048,0.345765894334492
19,106,-1.18236869847473,1.22276506456143
20,106,-0.525063970813787,1.31298818472475
21,106,1.62738376251144,-0.387849437462786
22,106,-0.355444243995872,2.05991941851592
23,106,1.25124986002133,-0.632215423068664
24,106,2.22197608291446,1.34570624671521
25,106,-0.175678987515603,0.789173405938905
26,106,0.285366343441175,-0.434967484353443
27,106,-0.325650221414406,1.39008848867952
28,106,1.31359373858027,2.1849952440044
29,106,1.28178374242404,0.632198041363426
30,106,1.05785082004607,0.653560554393578
1,107,-0.0740180089168294,1.15361700724994
2,107,0.154372783617527,0.819383239646087
3,107,-0.140734690966238,0.926659040137882
4,107,1.19547583470619,1.7715424005661
5,107,-0.837613698392184,1.43136075829693
6,107,-1.60571115537781,1.81754712474557
7,107,1.27560509866866,0.9127613152899
8,107,2.97790338996243,1.25376780998226
9,107,0.412518961120872,0.714554172665034
10,107,1.07343988599411,-0.777133024346043
11,107,0.415093743311564,-0.0654359267803077
12,107,1.80936243511392,-0.534906281902868
13,107,1.06206346972365,0.209410950179017
14,107,0.849315853586231,0.120357315829693
15,107,-1.95512637329941,-0.352675737410491
16,107,2.11256970483208,0.00571410576007669
17,107,-0.379499111691662,-0.650947613218761
18,107,-1.29147249118012,0.467604750612839
19,107,0.868572569616771,1.28397518803272
20,107,1.59288832577498,1.31559680399515
21,107,1.89502449462538,1.84863995401025
22,107,-1.25682940090227,-1.73056280997135
23,107,0.541999877692355,1.58240211357122
24,107,2.11539469804657,2.19710533678403
25,107,2.23096122897255,0.464447701953901
26,107,2.18909734070682,1.41346771484531
27,107,2.5883834451164,0.368571496444243
28,107,1.20026061044629,0.974214594376308
29,107,0.324281540430894,1.72176868942307
30,107,0.852366081330775,-0.616852461926211
1,108,2.8574166891565,1.24387276558144
2,108,4.21166838230997,2.33025845822376
3,108,-0.700911814746372,1.67978020768927
4,108,3.54863633925587,4.08225981800136
5,108,1.85225514903732,2.45020876306419
6,108,3.1429765908259,3.9674279879678
7,108,-0.683026711487477,-0.202837070215555
8,108,3.14395400366932,2.55623447812703
9,108,0.67079338147716,1.05079170249212
10,108,3.05706822405188,2.54534922710857
11,108,3.50398246142929,3.51379311080058
12,108,2.75387203401295,1.74607046740769
13,108,-0.14400277627638,1.56904938131808
14,108,1.26153334578039,0.0596767522034894
15,108,0.742939874135113,1.89693973593811
16,108,0.138959848310926,0.249354133601742
17,108,4.79674089675363,3.06087220682708
18,108,3.81032681221621,4.28064287499407
19,108,2.01171846748674,2.87042457848944
20,108,3.51775999901716,1.79642526601401
21,108,-0.246903365308264,-0.615134283234476
22,108,-0.561699621016383,-1.36999829555363
23,108,2.23061036285476,2.90449045317893
24,108,0.379771975400507,1.09367099448712
25,108,0.99826034165891,-0.304420697979452
26,108,4.01899411535163,2.11298223895675
27,108,0.298097560614826,1.73209669291934
28,108,-0.757113073930868,-1.03152823154116
29,108,3.10265122921568,1.40748460020501
30,108,1.73399971015535,2.41557542784057
1,109,-1.12609241655153,1.29561812354669
2,109,2.25091110385404,1.00190091300331
3,109,0.139373553072493,0.61290028902734
4,109,1.45420309702107,1.37174106782631
5,109,2.52493685008772,1.57343265251054
6,109,4.65884195418863,3.54288406969094
7,109,0.84642660384953,2.13047178112217
8,109,3.02248743001155,2.80419147453863
9,109,1.03001512350691,0.473027936942213
10,109,2.67495447176798,2.39283823628397
11,109,3.6658009470009,2.30745208895088
12,109,1.9423396058944,0.298024462354125
13,109,0.645343757177872,1.58560205356972
14,109,-0.0157463921809458,0.933899741530928
15,109,2.98054107918573,2.97781227942566
16,109,-1.40714674469961,2.24445462793499
17,109,4.67738129733192,2.10948747870594
18,109,1.26931040420068,3.45411196205353
19,109,1.50112391225421,2.19626692226843
20,109,0.932541544598846,0.91287471416603
21,109,1.84954076999399,1.15893061671827
22,109,1.03249175584689,-0.570890033951436
23,109,1.59916732081836,1.71162285985391
24,109,1.51962992205311,-2.3075940781972
25,109,-0.562685545976238,0.576387313359664
26,109,1.49645685413317,3.29391916520389
27,109,1.73439655476955,2.09879916867002
28,109,0.0979503726504647,-3.24519262806528
29,109,-0.18257782066449,1.62794572877217
30,109,2.83608544694636,1.8484080851885
1,110,-0.479399204662396,0.873182361844866
2,110,0.262952443911837,-1.35487020808199
3,110,2.04506326609926,1.21918338341739
4,110,-1.1370471204095,0.587277367293465
5,110,-0.971962171062615,1.18094150871708
6,110,2.43104710742434,0.938456234241299
7,110,-0.196173841684544,-0.406818613004171
8,110,2.21380908695271,1.30329840448096
9,110,0.696501747702902,1.45982101977015
10,110,1.35665166487233,0.983195273940132
11,110,1.76572101621767,1.51954371402651
12,110,0.13252097139401,0.319722212018077
13,110,0.498628951261927,2.08802068946852
14,110,0.24006255739766,0.297187445237636
15,110,3.52669270117462,0.130956535306297
16,110,1.013382913849,1.92882862723206
17,110,1.47610721246016,2.11818897042695
18,110,0.572129950044661,1.59353912808669
19,110,0.765505677579948,1.22780298016066
20,110,2.55750657297258,2.77363788876337
21,110,0.405833071182858,-0.265924153193252
22,110,0.478441469840701,1.59607516002144
23,110,1.39849585718911,2.73592752753299
24,110,0.286661049755784,0.772994368930391
25,110,2.66148387734154,1.28814172510991
26,110,-0.396891236590987,1.64127056927283
27,110,2.78964900493719,1.97193803340193
28,110,0.234355495476463,-0.272863042265132
29,110,2.23014883963608,1.76873538613555
30,110,-1.13982893565998,-0.849598590821431
1,111,2.76156346313102,3.88238638709265
2,111,2.59183558244063,1.14406455816832
3,111,0.0240977387271535,0.979123744800534
4,111,2.54074624397071,3.56795529911013
5,111,1.37888397783686,-0.0649529278370302
6,111,4.43932778945286,3.03259751741986
7,111,-0.252135744533863,0.575350999960379
8,111,2.156483326374,2.0406418372492
9,111,3.06423907453468,3.51918620090182
10,111,1.25187399259071,0.592460582485765
11,111,3.41422613067678,2.36104373431801
12,111,1.75827696497546,2.48835606433386
13,111,0.213810987676805,0.483460711769593
14,111,-0.526395011182406,0.00252170918538985
15,111,1.93518220854122,3.09518959501216
16,111,1.78190258639512,-0.334402443967396
17,111,4.60280781481536,2.3741116721898
18,111,1.81349113897115,1.21686653848468
19,111,0.658121897032474,3.00213097770187
20,111,4.17096921005989,2.25701376062104
21,111,0.0379418831978471,1.11436910459879
22,111,-0.607791545489532,-1.37393845451866
23,111,4.17267503838929,2.30110766487901
24,111,0.36346918483334,1.47009811652118
25,111,1.86172765498764,0.449176081219195
26,111,1.4852342420403,0.641668438006391
27,111,1.74691283583654,0.285514132259079
28,111,-0.37965703192411,0.0871388538815256
29,111,0.786838680731847,3.38375853972212
30,111,0.606563544163047,0.771746338077654
1,112,0.725602066172502,0.42033736648846
2,112,0.68499040442922,0.348235762120254
3,112,1.04635033402698,0.0363370296301258
4,112,1.08599231858211,-0.8334965267052
5,112,0.20963438168368,2.50891654800445
6,112,0.203764465320465,2.19370264692726
7,112,0.0881353631342567,-1.55558923260119
8,112,-0.0305768477186541,-1.37295980822481
9,112,1.99613001075241,0.499536136102063
10,112,0.300393761093506,0.55668569117861
11,112,-0.391157769593476,0.0953238784482957
12,112,-1.53090623259882,1.40525132690031
13,112,-0.199191308508755,0.197961304376138
14,112,2.76607262542167,-0.445494042501805
15,112,-0.748055658414158,1.33258905566731
16,112,0.0952284791148181,0.69720104115504
17,112,0.349338105238376,-0.587582984578398
18,112,0.366600985001012,-0.337850423962917
19,112,1.62283834316121,0.927213590328158
20,112,1.14124292481996,-0.899443879691496
21,112,1.96922404082228,1.52986695658039
22,112,-1.07059745946372,0.823243299445894
23,112,0.841419007510169,1.5195409662947
24,112,-0.058404960609971,0.234609756431445
25,112,1.60297442206913,1.02152421093282
26,112,0.932554602247451,-0.63236483079918
27,112,2.02482600920744,1.27489828170776
28,112,3.21420076492077,0.338644538884631
29,112,0.951804812809868,2.1280422059435
30,112,-0.364568069205206,-0.755774984997624
1,113,0.371301944544324,-0.864266711872434
2,113,0.79323500210088,1.2289281682945
3,113,0.941617410555704,-0.619336885729772
4,113,3.83977058018492,0.920122046355037
5,113,-0.212505630861231,1.72063620201905
6,113,0.821870529506847,3.78741971467103
7,113,-0.16441848655523,-0.0191298862522944
8,113,1.98814968079119,2.37224151497345
9,113,1.92748337232364,-0.270992349105732
10,113,0.322086899217238,2.96052291274295
11,113,1.44071736825944,1.30859158045472
12,113,0.757213951437302,0.0202266859153817
13,113,2.07442324934249,1.27676070033235
14,113,1.5437834661323,-0.354657707076891
15,113,0.210137501930964,0.57274122661413
16,113,1.23909461162337,1.29487288668326
17,113,2.06316638940844,2.57956732207013
18,113,-0.495500928295575,0.59140061440435
19,113,1.24568890565693,1.18061958281342
20,113,2.7208914131892,2.27001206818283
21,113,0.221452388608166,1.64205902072161
22,113,-0.281531221686882,1.67398397283472
23,113,1.58095366285349,3.18414765395764
24,113,-0.0828205637628936,1.60108800433659
25,113,-0.371448816967116,-1.28004595789319
26,113,1.4230394876407,2.57023147651406
27,113,0.509005703980598,1.6094538989607
28,113,1.12498708645692,-0.406905106226359
29,113,2.66562314487792,0.57081072134874
30,113,1.00899056361503,-0.348237401960307
1,114,1.36057169109376,0.949352723822606
2,114,0.73213017002441,0.893175499608447
3,114,1.50494294380405,-0.84996736072166
4,114,1.50962088709922,-0.290212208154618
5,114,1.05030244629353,0.9881920218507
6,114,2.50361691860904,0.363817852625317
7,114,-0.856348811400814,-0.16814398437484
8,114,2.47381309771212,2.03366577069725
9,114,1.3090546199675,0.534031006504324
10,114,0.967758775362027,0.914001079476781
11,114,0.31007687286854,1.48608974858228
12,114,0.43765697799408,-0.523123141444528
13,114,1.08236835265794,1.95136057017268
14,114,-1.49059085744298,1.49013875723516
15,114,-0.328344577069984,1.54614266476257
16,114,1.65207592997051,0.639883214764544
17,114,0.433539919146606,-0.736297884102972
18,114,-0.128854806720623,1.18283568854452
19,114,0.611592491752742,1.86581927467198
20,114,2.01819195407288,4.32281154551528
21,114,-0.85184103085986,2.5024842800376
22,114,0.834781672515912,-0.501330332579953
23,114,-0.888731457620641,0.273425926622351
24,114,0.146579039999267,1.27090752575872
25,114,-0.0442586026319693,2.73616636888491
26,114,0.0106662085685121,0.0761324526086384
27,114,-0.20691545181291,0.090490279713551
28,114,0.89364990625835,2.39126754055517
29,114,0.86940145798925,2.82636247137211
30,114,0.385088795792607,0.880497842691945
1,115,-1.4984638022836,-0.797930310940182
2,115,-0.0769279460838188,0.704822237988723
3,115,0.521404038624943,1.82012999156267
4,115,-0.036276519380043,2.99549220851033
5,115,0.0553915566914224,0.836283946829897
6,115,1.57806519675783,-0.102920650203873
7,115,2.65412789383045,2.78382686156263
8,115,-0.0251957068656834,1.16352751866517
9,115,0.146588513459901,-0.294050777728417
10,115,1.46244655576531,2.33923421103536
11,115,0.871933111754674,2.94267260078101
12,115,0.620410278793377,1.59758431657339
13,115,1.21245311793301,1.8900074004933
14,115,1.61652167408509,1.12741198776266
15,115,2.70632384780062,2.94103793804417
16,115,0.118400990953656,0.104924913259557
17,115,2.85909294724148,3.66914876038627
18,115,2.91770782866356,2.35559259505397
19,115,0.196992836156556,-0.165334657545819
20,115,-0.328996320688412,-0.154344389147224
21,115,-0.566766494612458,1.53610393825443
22,115,1.89402311262248,2.06919093764969
23,115,-0.128069278076276,-2.38593541340317
24,115,1.15844255073393,2.59894243376121
25,115,0.830596798498788,-0.27735326398058
26,115,0.32024656184378,0.0947206332173416
27,115,-0.336922062045824,2.04792290053895
28,115,-0.792698465841507,-1.76102413755895
29,115,0.82549348856249,-0.559571482470693
30,115,3.07682320563758,0.970535644610772
1,116,0.754220918073042,0.228475142874845
2,116,0.951931702007677,2.44001869826962
3,116,1.53233444790231,2.46615002129385
4,116,2.14061670716352,3.19611328832687
5,116,1.17499136729032,0.614013226743022
6,116,2.73673560590752,2.36065174727375
7,116,-0.757903182317804,-0.549724663958455
8,116,2.75411140184873,1.39796378442859
9,116,2.21229618974749,1.84881394639449
10,116,2.71410063927048,2.59922449800603
11,116,3.08726866729576,1.36269439409463
12,116,0.41005957625734,1.23541176314677
13,116,0.56153152368735,-1.35977933069922
14,116,0.501880963240452,0.316499935906297
15,116,1.1404023626161,-0.36812047031042
16,116,1.15158886160305,2.58974819763104
17,116,1.65255673285306,3.26172594888721
18,116,0.979844513939846,-0.598379339609462
19,116,3.61522008945725,3.05533571720258
20,116,0.560669174871293,2.50310713319493
21,116,0.557036045057601,0.560673057163678
22,116,-0.795231982095605,0.0650559678663003
23,116,1.15031375852748,2.89909068054403
24,116,0.962769956786998,-0.241679183376321
25,116,-1.46692180141761,0.820232639368718
26,116,3.21601819914504,1.79397410681726
27,116,-0.756325977093246,2.15888994382384
28,116,-2.31986109431415,-1.68859879974712
29,116,0.647839288764762,2.2311575666392
30,116,1.48064542572441,2.70966112000841
1,117,0.353521602391125,-1.60443624203049
2,117,0.79799386343051,2.00502745566864
3,117,1.09824350304704,0.402058945917796
4,117,0.237137396092095,1.40626006859859
5,117,0.83209509152807,0.647870489728697
6,117,1.51988084137358,1.7140451553779
7,117,3.83981903980329,3.13410968856668
8,117,1.75963616832187,1.87331438842137
9,117,2.48336241403756,0.662306653048286
10,117,2.36497167972029,1.48768251732168
11,117,1.75527107155393,1.61819844636048
12,117,-0.680955985335905,1.34828771960169
13,117,0.0751028067671732,1.50482329693102
14,117,0.428789130316664,-0.0768437344888366
15,117,3.03521143350784,2.90752156133257
16,117,0.196076545232794,-0.479708547459319
17,117,3.2287468307711,1.20081670338901
18,117,1.18099508817017,2.5025839230964
19,117,0.41395593654267,1.10337565795204
20,117,0.0687100484343672,0.877123588869838
21,117,0.223312196727762,1.30877398281427
22,117,1.80189516071825,1.90885084188145
23,117,-0.00715510058852797,1.3551925372608
24,117,1.28404038749351,-0.0708025711371274
25,117,0.349181929665805,-0.710372881684408
26,117,0.77149873415733,-0.396939915984367
27,117,-1.4638680590073,0.529647563762169
28,117,-0.706109773448418,0.629029182511262
29,117,-0.774680569972577,1.62135576206831
30,117,0.192564841666979,3.28198435233743
1,118,0.24702939702005,1.07011308544012
2,118,1.03344222433589,1.06604914273731
3,118,0.887615909531489,-0.0572612592586932
4,118,1.73156955537568,0.894375124722091
5,118,1.26656158936607,0.757806017640336
6,118,1.32477309472135,-0.012426562699317
7,118,2.05656585535126,1.90585307770323
8,118,0.592821733242016,-0.105202991597892
9,118,1.63400721945154,-0.434108663001554
10,118,1.66665446164509,3.1342776395449
11,118,-0.226571088061699,1.70429146091519
12,118,0.734066628125716,1.15055039058454
13,118,2.2513861274926,-0.335397011899912
14,118,0.319757289438902,1.123358284027
15,118,2.86594220206467,2.03519801410712
16,118,0.248452295000896,0.148338047978099
17,118,1.86447806098465,2.15368691304453
18,118,1.70678133750457,2.83362311861345
19,118,0.578259480472526,0.117903673561593
20,118,-0.842004516653909,-1.22958476257686
21,118,1.81335121551869,2.95151955415072
22,118,2.13162901223274,3.41865299424503
23,118,-0.790703707669097,0.262522565659457
24,118,1.15014112966729,0.253040031459879
25,118,1.20019241729862,1.67398754760751
26,118,2.563229931443,-0.651386580476766
27,118,-0.0559698448972317,0.359648994978852
28,118,-0.10880598242482,1.07013333800442
29,118,1.3571751518837,0.063369826159823
30,118,2.95767256149333,1.30917661108017
1,119,0.439408793087485,1.53839979109554
2,119,2.06456718448417,1.53946786217061
3,119,0.261151943840632,0.577056845874113
4,119,0.567550728887354,1.32035496418775
5,119,1.57256292410445,1.20010124800732
6,119,1.39160736852375,1.7518382637366
7,119,2.4030271103475,3.30795804815832
8,119,0.827946474662645,0.98921769204421
9,119,2.64726166503274,2.16894316038954
10,119,2.63367714608014,0.503172780189553
11,119,1.46811875618205,1.19743461194064
12,119,2.24944920521406,0.193798424700146
13,119,0.0887713062782957,1.61272725191566
14,119,0.539982385313233,1.09859389298589
15,119,3.59458573078424,0.825202413518323
16,119,0.44637226734045,0.683076051101581
17,119,3.65680705366876,1.83245040746339
18,119,2.04591589590132,2.76168075118545
19,119,-1.41554737577375,-0.672434814879471
20,119,-0.652727206849496,1.09220265453948
21,119,0.812434492960607,0.545290871557268
22,119,2.85857562136504,0.376080216689571
23,119,0.276714579812447,0.78719459280043
24,119,1.15187067016367,0.61022463364207
25,119,-0.548932412529081,0.0514255028513007
26,119,0.00593511546025316,-0.474957734771863
27,119,-0.254133245773096,-0.0620267583252858
28,119,1.26627179346582,-0.276117896689773
29,119,1.74857920767624,-0.674983089516796
30,119,2.40448998838174,2.11318621624678
1,120,2.72055520051605,2.97820903313856
2,120,0.943638326880216,2.15015052395964
3,120,2.00257828351215,0.444468389093887
4,120,3.06462073813494,2.19812524312815
5,120,0.0260848148979244,0.609493485230426
6,120,2.13172998723281,3.56868562490146
7,120,-0.0549421749418917,-0.144514644112427
8,120,2.21695266814753,1.06626610385876
9,120,1.10109444701544,-0.0895317449080537
10,120,0.736472234252316,2.29226064101746
11,120,-0.210778178609553,0.836150311504726
12,120,1.32566653675641,1.39744312975309
13,120,0.735425818207231,1.10376844292572
14,120,0.742635512877786,0.915245644639629
15,120,-1.11771105073686,1.52235226356299
16,120,0.315486397590202,0.145527943405036
17,120,2.01394749271364,3.14758302493009
18,120,0.207100401445398,2.30772901599803
19,120,0.280786301589989,1.95628526264977
20,120,4.10185845258133,3.2985139891774
21,120,1.62949781379306,1.21702685974517
22,120,-2.04613334315958,-0.355668890800991
23,120,2.07665861456994,0.634672555822004
24,120,-0.578734766962792,2.01409511931575
25,120,0.805580572808744,-0.918741827308185
26,120,2.36900836808292,0.317522549816004
27,120,0.0622431057125707,1.88594294232225
28,120,-0.942031741563754,-1.67940645212078
29,120,0.41204395457248,1.24998201396801
30,120,1.76779362057942,-0.0151095371245431
1,121,2.36696754276242,0.00137438560063396
2,121,2.17394834540305,1.35535945493667
3,121,0.419162234701427,1.90916395661634
4,121,1.48222444211788,3.58429345047084
5,121,1.72753354396292,0.554184064489259
6,121,3.01214018223119,3.17344208255469
7,121,0.843862703819994,0.784559906293983
8,121,3.4310619833758,2.37540950994097
9,121,0.553603539620833,1.00108107882923
10,121,3.69498463277271,2.91191920969804
11,121,2.181871348571,1.5123603327925
12,121,0.758858453489716,1.84956367102029
13,121,1.20877652061012,1.07511495994853
14,121,0.572139193114773,-0.153479127756309
15,121,1.29931947805515,2.21233921694467
16,121,0.523261526557607,0.996196925087332
17,121,3.20149972242699,2.49777374968019
18,121,0.123487002332147,1.46237976195789
19,121,1.73923038122998,2.91677480646711
20,121,3.20040178200925,0.411148187131179
21,121,0.443692463765433,0.196036664734495
22,121,0.288213794943972,-0.218657539671597
23,121,2.80331779578034,0.942374953653977
24,121,1.30751047567838,0.668826688046523
25,121,0.920231217956652,0.934426291865406
26,121,0.736396387923879,0.650548561988234
27,121,0.756378762927826,-0.134994875946996
28,121,0.906846174318901,1.0390412836959
29,121,0.982252582722477,0.808113388294165
30,121,2.51691191845,1.09801501610062
1,122,1.57293048828148,0.57181819555136
2,122,2.001776533618,1.01044490885007
3,122,0.806192077481668,1.26414208090535
4,122,1.73508792606171,1.6797199556623
5,122,1.11453396387442,1.24429271867632
6,122,2.52943625832265,3.0235741748947
7,122,0.708863817658525,1.23037761956251
8,122,1.85790117845751,2.57628621472647
9,122,1.60812535669341,0.395891087814082
10,122,1.17312083171804,1.82656332911649
11,122,3.11098735550421,2.63559828980751
12,122,3.44615239602771,1.30035000851591
13,122,2.67462716445785,1.41011686956439
14,122,-0.0678416514823306,0.437436878945325
15,122,-0.525172252666157,1.48063186703585
16,122,1.22590997344771,1.14703908796629
17,122,3.45728143565356,1.47761721683857
18,122,2.81411753248177,2.21001016561858
19,122,0.476009434218877,1.25038948658134
20,122,0.876533974843909,3.42546134738886
21,122,0.789287617534207,0.125952813043694
22,122,0.678250488245849,0.204320538940857
23,122,2.62222242863143,-0.223970559320209
24,122,1.5164671722095,0.0411964325693488
25,122,-0.54174704900853,-0.402224205924778
26,122,0.543819023530581,3.08812762279765
27,122,-1.27183173005091,0.589602096973175
28,122,0.280681575617894,-0.0792948474534145
29,122,2.03270630600617,1.50489165228577
30,122,1.96906389726895,1.10210172917925
1,123,0.373099275380662,1.73293886307602
2,123,3.09391867041618,3.03282596098665
3,123,0.684805832627495,1.67194516694769
4,123,4.15364174215781,3.08900343886516
5,123,1.60833126216722,0.222406431334746
6,123,3.44591942958692,2.4346563237782
7,123,1.54371792526634,1.50646213568726
8,123,1.79470318264755,1.20425378065586
9,123,0.15212586109326,1.28209447780241
10,123,1.55715098796186,4.08919326855261
11,123,2.05395640643272,1.12653101074772
12,123,1.67469234401781,1.94556592724058
13,123,1.25268612563827,0.212084208217099
14,123,0.23764080714633,0.767609565520188
15,123,1.79391107872909,0.568600786046071
16,123,0.560496759158766,1.67521995344222
17,123,2.33202368649368,1.59952124403443
18,123,0.815245835689668,2.29142820205281
19,123,2.46026066993339,2.95530545843973
20,123,1.73180778362614,1.46240132817518
21,123,0.541601240159363,0.518827879383074
22,123,-0.418737242331453,1.72637168423322
23,123,1.40064772353595,3.68471814059984
