"time","id","y","x","z","treatment"
-32,4,8.26561751587642,0.905905447535785,1.16909415994892,0
-31,4,6.30274549043565,0.351858519164415,1.35223447133717,0
-30,4,5.66879961264828,0.0399275769378394,2.23812644037534,0
-29,4,4.87906260124677,-0.437110236220708,1.96356526307417,0
-28,4,3.76371610697141,-0.965276144105696,2.45318060885172,0
-27,4,0.920340675762062,-1.25963267945604,0.434743874111311,0
-26,4,2.68271002017309,-1.65814946331052,-0.959717655564046,0
-25,4,4.94675752376658,-1.33174963757047,2.98579073005144,0
-24,4,3.00941604576371,-0.806743495271771,2.55025112070541,0
-23,4,3.62613253053519,-0.532924882513119,1.68984658777338,0
-22,4,1.27192385237506,-0.101889020752261,-0.166759062847663,0
-21,4,5.45424052483664,-0.0189604459373074,0.703900290387458,0
-20,4,6.33262473600127,0.276970462756811,1.55179923776468,0
-19,4,2.73026609534426,0.100332855856894,2.37580108035066,0
-18,4,3.31701977859299,-0.309403048689795,0.39338796382543,0
-17,4,4.82968059251106,-0.702096793791133,-1.6978594064466,0
-16,4,-0.547373153886536,-1.18314544065791,0.0966459190117234,0
-15,4,-0.417078360428142,-1.22998157661703,-0.304768328865472,0
-14,4,1.47782289386728,-1.48282822091485,0.228450568881165,0
-13,4,0.385247001955447,-1.12185133857335,1.54134564977539,0
-12,4,0.80583098694266,-0.271184628073939,-0.348178051967899,0
-11,4,1.20191397764309,0.21043338957357,-0.110202642630104,0
-10,4,2.24975760589386,0.754785325053003,-0.196402400553593,0
-9,4,3.10444554607996,0.838016325859149,-0.265386815937901,0
-8,4,2.35750749731824,1.06974740387163,-1.1408664904833,0
-7,4,4.79450600453715,1.22556115438118,2.01472968463521,0
-6,4,3.31150737286616,0.730501766726414,0.0606678307418388,0
-5,4,2.20449264274912,0.0741099925241464,0.551749689212809,0
-4,4,-2.18672829065522,-0.699529427520514,-0.650320416328341,0
-3,4,4.58926109630592,-1.36486826991658,1.56364999053436,0
-2,4,4.14867480573588,-2.08126830328563,1.63531745864766,0
-1,4,5.13695649411095,-2.18069833711029,2.31050869736106,0
0,4,10.6630290123651,-1.55906008125908,2.56104473496245,0
1,4,13.1151778067128,-1.24414898383061,2.97803319910558,0
2,4,15.7321739061153,-1.03388002049643,3.98424721554381,0
3,4,10.8590513267182,-0.609454922643946,2.38844028492078,0
4,4,6.14018556236747,-0.294531659951565,1.6064947713244,0
-35,5,11.7469228902749,0.492698253888269,7.13034656153951,0
-34,5,12.7638254673471,0.80025717853614,4.65803027938872,0
-33,5,11.2799357078219,0.997994697906109,5.4314697343834,0
-32,5,11.479969201431,0.601422622103886,3.88680926162076,0
-31,5,9.11296055086838,0.0966194432393586,2.94413279691503,0
-30,5,5.01962200077236,-0.285970435732784,0.960078107470217,0
-29,5,7.49374120711145,-0.61268301912396,3.44383057178442,0
-28,5,7.1349050241576,-0.963983036605738,1.54346644826961,0
-27,5,-0.477972536130224,-1.1627177122273,-2.92666204486526,0
-26,5,4.42253773415438,-1.05894414016019,1.01055883083757,0
-25,5,9.70783106325805,-1.06663894855607,4.41161866238891,0
-24,5,8.13042707928483,-0.369023179489829,3.05751942935568,0
-23,5,2.67690475287425,-0.00212351062861316,-3.26810401939722,0
-22,5,1.30929041621258,0.243183163268287,-1.81243608203916,0
-21,5,5.53052591150544,0.759444531102722,-0.459039075814236,0
-20,5,4.99218918238554,0.515660183021357,-0.707486836914705,0
-19,5,2.72387616596012,0.178099755075133,-0.261692749581328,0
-18,5,2.38503374215717,-0.10007240511485,-1.7860890096084,0
-17,5,1.53013834774545,-0.605719953762163,-1.99741518049897,0
-16,5,-0.774541243125203,-1.2061430197877,-5.39981015827685,0
-15,5,-0.981083918260536,-1.42698660394023,-2.02172161708863,0
-14,5,0.0153637587411302,-1.54342501157503,-2.1673806022152,0
-13,5,-1.0682432916534,-1.39327516775151,-1.91118073350902,0
-12,5,0.722065061559437,-0.485455586922031,-4.08965709712041,0
-11,5,-0.0752004710981398,0.208286830858893,-4.74847144169541,0
-10,5,-0.607463412823421,0.939378947771615,-3.62869143926989,0
-9,5,1.96153188386617,1.7065023204852,-1.76005149847426,0
-8,5,5.30471124845362,1.86997537692677,-0.847101176673083,0
-7,5,8.45678341658894,1.75327683118696,2.39143856718308,0
-6,5,5.52466595910746,1.3499361595735,0.645338414642937,0
-5,5,-1.1193149075315,0.879979092215183,-1.23257641078857,0
-4,5,2.28168031296769,0.363020378927238,0.0733209465126481,0
-3,5,1.97749012805711,0.104158612265266,-0.778124741298136,0
-2,5,12.9313941009835,-0.162750664887674,2.6231519662537,0
-1,5,21.9028107218413,0.0671882172667038,5.25810916865684,0
0,5,25.1750218461677,0.183748306476506,6.21580392146477,0
1,5,24.5662179110716,0.376603677117793,4.92383419211956,0
2,5,38.3541511809813,0.873561603299667,8.19685492431469,0
3,5,21.3938948218289,1.29710658439727,3.62743404682851,0
4,5,7.25189561499173,1.41365698377262,0.801221922225492,0
-35,6,6.89198354248885,0.519530567062448,2.01095005786891,0
-34,6,10.6109727572584,1.0136683138646,3.4403024494031,0
-33,6,7.38565428284344,0.68031045115269,2.57728842716787,0
-32,6,8.48402868609404,0.280342050006411,1.69196726777884,0
-31,6,8.00247562236667,0.118428258407136,2.90168457711914,0
-30,6,5.86183886980119,-0.499709596770443,0.268499239196612,0
-29,6,3.21048891769446,-1.29937205365112,1.74739036461869,0
-28,6,3.42359838684611,-1.58153440465886,0.72967737829397,0
-27,6,3.71485361270305,-1.86022360095867,0.0585812167611202,0
-26,6,3.15484233783545,-1.85069244369586,1.80750710479673,0
-25,6,3.64954282996371,-1.22257570387874,2.74034241697764,0
-24,6,4.02837207289397,-0.456240493451634,2.45759756708812,0
-23,6,4.73847182462093,-0.0304709611066872,0.698426145428813,0
-22,6,3.17287091353031,0.183437654955232,-0.328150754817069,0
-21,6,3.79251728273279,0.346177084683159,-0.918906811009352,0
-20,6,3.97559287540168,0.565827144222264,0.914956155618191,0
-19,6,4.61331417869994,0.299458330319076,0.158908679141732,0
-18,6,1.53072954526559,-0.370372926662298,0.202195797566714,0
-17,6,2.56719020954517,-0.906845053285995,-1.01193152168793,0
-16,6,1.24288740195197,-1.36022431819298,-0.483201155068527,0
-15,6,-2.15192353498191,-1.80748212450547,-0.438163136581483,0
-14,6,0.739736017121429,-2.01309921592033,-2.31736605408522,0
-13,6,-0.15010212002077,-2.08739900118532,1.97788055102653,0
-12,6,-0.690763061859238,-2.0782891750835,-0.300103996688449,0
-11,6,-0.555005288661792,-1.50358180626234,2.42057112140665,0
-10,6,0.291535721236313,-1.22038769851759,2.8820650695488,0
-9,6,-0.0491018620731338,-0.915150549755499,2.24195228549024,0
-8,6,-1.78829792143351,-0.91601028088692,0.252573749162836,0
-7,6,2.50402501118972,-1.03544550778926,0.721229490358568,0
-6,6,-3.95849993674131,-1.75873564016673,-1.96360644946461,0
-5,6,1.21284398955852,-2.08786874809816,1.04879520728839,0
-4,6,-0.296628910208227,-2.52321063986481,0.752733936170805,0
-3,6,0.890034590078403,-2.93054328147743,1.4788637980644,0
-2,6,-6.38961462149694,-3.76826574835583,-1.08102404569641,0
-1,6,3.02603633021785,-3.81472090995779,1.57306573531123,0
0,6,8.76017383204012,-3.35214221775983,3.9036582221851,0
1,6,14.3232057261319,-2.9919053694201,4.0697471445274,0
2,6,19.4399136160472,-2.67322864505197,5.45339359809958,0
3,6,11.3085644551903,-2.17300738159462,3.17629619050217,0
4,6,-4.50918751583873,-1.95073238402624,-0.546352435021824,0
-35,7,7.30165373629761,0.34560796125874,4.02224361383898,0
-34,7,9.92652764646847,0.639846644450884,2.78399986646638,0
-33,7,8.1825548460023,1.01990331311656,3.05251484045816,0
-32,7,9.39285956378033,0.753934876905138,2.25716636205118,0
-31,7,6.78867162357616,0.310526659152892,1.2918747858601,0
-30,7,6.66448637705523,0.0980755130108854,2.06849684101007,0
-29,7,3.12023543931021,-0.369680895340949,2.24250020436907,0
-28,7,6.67556788480765,-0.227369053414133,2.5436444809993,0
-27,7,4.4845163977019,-0.599508917045858,1.55825917483599,0
-26,7,4.86035524759651,-0.457661826371036,1.4610838207104,0
-25,7,6.36936176213723,-0.157689087806944,3.57719572095171,0
-24,7,6.82575130212716,0.203612781170234,2.3733168226433,0
-23,7,4.29286019093655,0.740494133795279,0.927512914978005,0
-22,7,5.09055282022686,1.14934789504757,1.23544474469818,0
-21,7,2.77409721856795,1.70539895487287,0.971571144652742,0
-20,7,6.04511486550294,1.75792244976032,-0.0645642003619835,0
-19,7,4.13216882316931,1.86242036951097,0.644024360645533,0
-18,7,1.6896385839401,1.40902115718978,0.523341270552949,0
-17,7,1.3370948350248,1.00218446826872,0.597079146279584,0
-16,7,-0.205648188926979,0.469735059110248,0.311693556871415,0
-15,7,-1.63851574144834,0.112116309048004,0.280085972384596,0
-14,7,0.348942168161221,0.375416401556991,-0.188223720626266,0
-13,7,3.0397349991115,0.514527172712641,-0.659919873216709,0
-12,7,0.474294461858001,0.742391347027804,-1.07024973656394,0
-11,7,1.28970534389973,1.34880444857888,-0.199660498738661,0
-10,7,2.05699872755968,1.78299272273833,-0.830806226622525,0
-9,7,3.53997175540246,2.00655327992574,0.55136450356585,0
-8,7,2.2580461391823,2.16999788798219,0.327243434166179,0
-7,7,8.09074104600814,1.81890891648149,3.0097838261852,0
-6,7,5.17123514228626,1.49602172332781,1.56486350160132,0
-5,7,1.43166132212875,1.19158444691926,0.9649282075394,0
-4,7,1.69910576841915,0.645214917985582,0.78150054893119,0
-3,7,9.04921048320976,0.305510352684985,3.84124066921948,0
-2,7,8.562234666492,0.211288730697392,3.21137049183268,0
-1,7,12.60474022296,0.364794965210718,4.07173003501702,0
0,7,10.7038591810111,0.41745805567989,3.04879493747613,0
1,7,11.7427232946733,0.837193581335175,2.84289969946055,0
2,7,14.1067141778691,1.2748420883594,3.30892534973249,0
3,7,12.3527161973427,1.46138715093652,2.45225245420814,0
4,7,11.1040004507967,1.80413435969036,2.74735606777998,0
-35,8,2.1169756781239,0.168769550523653,0.271546501425173,0
-34,8,2.60203966851738,0.225350802349028,0.51486936079449,0
-33,8,2.80251917212475,0.42931410117835,-0.649512673961522,0
-32,8,7.73974544179858,0.344177909464544,-0.360974753889759,0
-31,8,3.76123657258222,0.137799584345777,1.89731865929329,0
-30,8,2.41448382342937,-0.503571585667783,1.07922415605322,0
-29,8,2.64819529420454,-1.19008283493444,2.44573705100432,0
-28,8,1.50328280370324,-1.81187647391364,1.61677694175298,0
-27,8,3.52657659769231,-2.06318699030636,1.85094152285054,0
-26,8,3.48991240185359,-2.34416586907006,3.15631465418756,0
-25,8,0.394919452551061,-2.01591171118195,0.417741945728485,0
-24,8,2.44977134727662,-1.29721951540089,1.23882101735734,0
-23,8,3.83075463246542,-0.504679294291858,1.51372835006907,0
-22,8,2.68222660498857,-0.0314780259501551,2.54592183249514,0
-21,8,2.90462463303316,0.0984293719457294,0.169749981820016,0
-20,8,5.92781552486418,-0.0923707648928754,1.91907030698217,0
-19,8,-0.756437408671591,-0.274838084093646,3.59921751610809,0
-18,8,-0.826043004005436,-0.702711344967694,3.37977008592451,0
-17,8,0.148516877291089,-1.4318455477374,3.55107962345738,0
-16,8,0.0810876166328602,-2.28894613376185,2.79391510697673,0
-15,8,-2.18246900493953,-2.90064138483896,1.73179684571662,0
-14,8,-2.52159715031809,-3.0635641757465,3.21777720399838,0
-13,8,0.665051618701502,-3.07903361483536,3.0223350770555,0
-12,8,-2.41763691769691,-2.75791239228662,3.43879954021086,0
-11,8,-1.68489269567401,-2.59718694012571,3.7454061955783,0
-10,8,2.19248651744168,-2.2691661023616,4.71605527720122,0
-9,8,-0.669754771801566,-1.86007777307629,2.06275233347673,0
-8,8,1.71104472948155,-1.71803855831855,1.03392615173803,0
-7,8,-0.568780066623643,-1.90077622792868,0.248199239318046,0
-6,8,1.08121278419194,-1.99828638176694,1.12266786061516,0
-5,8,-2.6844614780355,-2.41738863058431,0.283765342541668,0
-4,8,2.6992282446609,-3.13622991327067,2.57502215233379,0
-3,8,-2.18993382015399,-3.54118675525927,0.86039948271486,0
-2,8,-2.4583223961628,-3.56120037049629,0.574800419198702,0
-1,8,-7.57883369244862,-3.61105965712984,0.244716010026837,0
0,8,-5.75643019743325,-3.48842994512879,-0.389165766735623,0
1,8,-3.43903358809583,-3.3552476866518,-0.0438709682744041,0
2,8,-13.607530388291,-3.0732037081313,-2.39693964676561,0
3,8,-5.65345403635657,-2.34796405157132,-0.334090873316835,0
4,8,0.770718657018755,-2.12751100914771,0.993616216354428,0
-35,9,7.19258212347658,0.57748063006353,0.508938532351709,0
-34,9,5.29421267378289,1.5773087791193,0.449270830047991,0
-33,9,6.62517516266002,1.8275094662439,1.25667372579482,0
-32,9,7.50380503883164,1.33677114564571,1.37120689699819,0
-31,9,3.91435707233425,1.14148697906683,0.0221480501538893,0
-30,9,2.81508009223674,0.683882687031415,-0.367417645667637,0
-29,9,4.68375714517613,-0.213684429278767,0.966890947616409,0
-28,9,3.1462499895238,-0.847230869380718,1.79094087017557,0
-27,9,4.38102725828973,-1.16309898583091,1.29280016936487,0
-26,9,3.42552203431414,-0.918767566981277,2.04588075847614,0
-25,9,3.76734203528609,-1.1293674471546,0.476635480099428,0
-24,9,5.75624784705738,-0.716633163396875,1.41340495015504,0
-23,9,3.73810850948253,-0.256553314675553,0.253335679058022,0
-22,9,4.38136038459686,0.41505676646616,-0.756174403994873,0
-21,9,5.32941151691335,0.633801825811568,-0.0910718474858228,0
-20,9,4.86609104123681,0.909728632193539,2.3268671789273,0
-19,9,3.44032432966215,0.9529942830498,1.82262042800676,0
-18,9,4.71063511707807,0.509035761803808,1.26681821781756,0
-17,9,5.70084681810087,0.171946663632821,1.18849746274009,0
-16,9,2.51682538630103,-0.585274484551116,0.428754771360771,0
-15,9,1.52352478972425,-0.629900900688833,1.65641195922757,0
-14,9,3.89891301654588,-0.878077205422633,1.57992007657291,0
-13,9,2.89184350663191,-1.05282007001298,2.09218526064783,0
-12,9,3.25710027417704,-0.583421590929474,0.459702209469321,0
-11,9,2.10949253119706,0.0551272792421762,2.03550330364962,0
-10,9,3.05450858512504,0.209328384592054,1.83682441894764,0
-9,9,2.99247125778438,0.554787607122092,1.14161852809282,0
-8,9,5.33851645854457,0.978172334494788,2.06779903616534,0
-7,9,2.96687096858433,1.06204171546445,0.318794891449403,0
-6,9,2.92503677182949,0.406761902041006,-0.0601382029304026,0
-5,9,4.6564065174179,-0.362402555796832,1.44885957691081,0
-4,9,3.09353160473665,-0.988300481689762,0.961737615787688,0
-3,9,4.27563842816434,-1.52976824160027,2.17347767504605,0
-2,9,1.47816046814724,-1.719537335365,0.64114096887949,0
-1,9,-1.66437764756586,-1.63783046170166,-0.638437869119874,0
0,9,3.0897327872173,-1.35673013180518,0.95534026693082,0
1,9,-1.19354845841548,-1.03198468600037,-0.544414847486894,0
2,9,0.971442667810377,-0.416453714491121,0.576770700126106,0
3,9,2.00478966594772,0.0828498532426903,-0.265550091059934,0
4,9,0.98578009465602,0.576651149706509,-0.311472899904963,0
-35,10,9.25121143402577,0.547411955188584,4.7938606923195,0
-34,10,8.82580655252625,0.644028385426878,3.79117104026479,0
-33,10,8.78722949649237,0.498815823223229,3.14090401562413,0
-32,10,9.68975579234463,0.306965578487834,3.21239311852556,0
-31,10,9.05615112870608,-0.0328575631019495,1.92150135694429,0
-30,10,7.23569690334354,-0.488389687393342,1.97699772439127,0
-29,10,6.26685922691166,-1.03801624129174,1.96611498952199,0
-28,10,5.96861223252894,-1.54909236240736,2.05381033198527,0
-27,10,-0.552892231891909,-2.03312996061266,-1.66115952501834,0
-26,10,3.67890404709897,-2.05307196899091,1.76917867011368,0
-25,10,6.8544464976026,-1.7438968925888,2.60886696726777,0
-24,10,4.73414337221135,-1.34452857744466,3.61441151349107,0
-23,10,3.09114181531385,-0.814874006938701,-1.20261314819807,0
-22,10,1.80700370402269,-0.372543934051953,-1.24415074546474,0
-21,10,4.82260297234269,-0.42321760980051,-1.58664637130433,0
-20,10,3.29286783110656,-0.400831559707173,-1.10135882163409,0
-19,10,3.85355788580398,-0.69882953371516,-1.11439176401978,0
-18,10,2.10561721003132,-0.979720036437127,-0.114679522153908,0
-17,10,1.5005792384135,-1.4605582098312,-1.53854590211348,0
-16,10,0.432897098383862,-2.26292174570781,-3.1055572028561,0
-15,10,-0.29074380939948,-2.57739309250473,-2.18379450510153,0
-14,10,0.756883892932689,-2.48812180788196,-4.11821189337539,0
-13,10,-1.0117347785143,-2.59164513069337,-1.96714719237394,0
-12,10,-2.50623579075394,-2.44357034649517,-1.75106780962089,0
-11,10,-0.0807410533370057,-2.32728908580934,-4.02398389617484,0
-10,10,-0.453076517177349,-1.90059180532133,-2.84713243345429,0
-9,10,-1.22153234991419,-1.38939869436697,-2.1027456726385,0
-8,10,0.694020894553425,-1.58541984537175,-1.55094325457766,0
-7,10,5.63970975364258,-1.34251263905724,1.35709309790361,0
-6,10,0.417419433740861,-1.74335202535651,-0.901855264352536,0
-5,10,-0.875278138047033,-2.13425161804755,-0.811317321218859,0
-4,10,-1.06891118846239,-2.56749625740483,-0.9519830335104,0
-3,10,2.71968025209534,-2.67759496810477,0.436418956726415,0
-2,10,1.97729474490798,-2.81966400940119,0.830677284024034,0
-1,10,13.3552533323466,-3.3207364113241,3.93459134285706,0
0,10,20.1985085717502,-3.11399318477104,5.60831524082345,0
1,10,15.9823698111988,-2.63929332695175,3.76060105048668,0
2,10,25.4828395865481,-2.1796342411348,6.12679889738172,0
3,10,15.8325207503739,-1.77223014527912,2.65496740342577,0
4,10,9.46338460169398,-1.19560858902502,2.01815088733663,0
-35,11,11.8875573378205,0.488962460226947,7.05217024093719,0
-34,11,10.2949925625773,0.739124699409771,5.14690357369308,0
-33,11,11.8953408690712,0.363532830988752,3.98582785890007,0
-32,11,10.3253958762837,0.296907363423904,4.80975152131525,0
-31,11,7.19540855330018,-0.21562459916433,1.60368490771196,0
-30,11,5.06444754553813,-0.893200389303448,0.553168231342787,0
-29,11,7.60388290969389,-1.22322487806257,4.20595113639285,0
-28,11,7.91017159853473,-1.49794908155499,3.27741245958966,0
-27,11,-1.23808119587121,-1.82512840287599,-1.18222078149103,0
-26,11,2.03768276992344,-1.63688343475012,-0.857925615712296,0
-25,11,7.08190004863087,-1.38904874207175,3.60108895453752,0
-24,11,4.56036644135149,-0.981893444918854,4.62983929039418,0
-23,11,2.42151206614066,-0.529110293288899,-0.525640392569948,0
-22,11,2.15733661072268,-0.0946241838761223,-1.93608944398865,0
-21,11,3.86375287916666,0.226412537174791,-1.22042699414912,0
-20,11,5.40391058387911,0.2711403877103,0.933381133510468,0
-19,11,3.97438845719215,0.286710510696544,-1.44206745236687,0
-18,11,4.06089880053147,-0.400985824694592,-1.82683671124175,0
-17,11,0.784567551207873,-0.517263000222923,-0.536060257660091,0
-16,11,-2.42240761952433,-1.18617575308432,-4.01620104858484,0
-15,11,-1.59058083248352,-1.49399404944311,-2.04833486418782,0
-14,11,-0.351674209666325,-1.4070685199954,-3.2047388986321,0
-13,11,-1.28741955480667,-1.25665840929399,-1.15067698816871,0
-12,11,-1.14058357793874,-0.874833531021528,0.0472998477714568,0
-11,11,-3.12123318787504,-0.52250318864433,-3.29941704791622,0
-10,11,0.285477721493041,-0.0813090450366069,-0.0687838240986198,0
-9,11,-1.4612597811109,0.411490329382675,-1.941460932767,0
-8,11,0.086644969412638,0.45350600807118,-1.5311747535863,0
-7,11,5.6329246890869,0.090188971911624,2.59158614648085,0
-6,11,0.311767075078631,-0.172703663073769,-0.710350071955683,0
-5,11,3.13406083349094,-0.144144841593366,0.740299063334906,0
-4,11,0.657565768705024,-0.777730173416313,1.07427927737044,0
-3,11,6.74269256692104,-0.904381766670667,2.23309517776767,0
-2,11,12.0726221974985,-1.06823644440753,3.36525551139609,0
-1,11,21.0939063842398,-0.941938791897504,6.38897809847763,0
0,11,20.0346377496791,-0.7881532644796,5.34047345098156,0
1,11,15.4143351668103,-0.256546650422576,3.05476952124879,0
