"time","id","D","Y"
30,105,1,20.4155995084615
1,106,0,8.9879932664858
2,106,0,-0.255061026821862
3,106,0,3.72824947534847
4,106,0,3.81531685866972
5,106,0,9.51976522153556
6,106,0,-1.80388957436538
7,106,0,10.2839056993639
8,106,0,-8.29188042489137
9,106,0,5.66604764895441
10,106,0,-1.63651088421873
11,106,0,4.82739698270204
12,106,0,8.16746363268463
13,106,0,8.32049596804542
14,106,0,16.4929180581122
15,106,0,6.63086896498152
16,106,0,9.1300315751651
17,106,0,-4.32521044084112
18,106,0,1.736448921662
19,106,0,6.42154475916602
20,106,0,6.12501039031082
21,106,0,4.26345226919559
22,106,0,13.0343311712595
23,106,0,2.0859316665266
24,106,0,14.2086442073032
25,106,0,8.40291892048571
26,106,0,3.72567624304304
27,106,0,9.63771401288955
28,106,0,16.5338499886667
29,106,0,11.2135917371657
30,106,0,6.47111638527918
1,107,0,7.70541282386709
2,107,0,5.67456979629239
3,107,0,8.20467100430912
4,107,0,11.67028007343
5,107,0,7.01842900757767
6,107,0,10.206468132428
7,107,0,5.11619371285558
8,107,0,9.15845482453499
9,107,0,6.51400289975586
10,107,0,-0.290694609196433
11,107,0,3.70011188525736
12,107,0,3.32108655989784
13,107,0,6.92796194982429
14,107,0,6.47885117163057
15,107,0,1.3345717474825
16,107,0,8.43945325033559
17,107,0,1.23253930940424
18,107,0,3.66824670853326
19,107,0,10.0539577922031
20,107,0,12.6850947732545
21,107,0,12.74281807633
22,107,0,-1.14037656214551
23,107,0,9.31083043547616
24,107,0,15.8432364435767
25,107,0,8.87279776773034
26,107,0,14.9801871930515
27,107,0,6.90213788716219
28,107,0,9.35525910878143
29,107,0,14.9875074985486
30,107,0,2.81906318717044
1,108,0,12.6890285518816
2,108,0,14.2530179570057
3,108,0,10.0480499187487
4,108,0,25.3248154197897
5,108,0,10.6770485604361
6,108,0,23.3429117798055
7,108,0,2.70233448805931
8,108,0,15.8005398931857
9,108,0,6.3445723232623
10,108,0,16.0780434813186
11,108,0,21.4896068644496
12,108,0,11.993649162665
13,108,0,9.08072515114445
14,108,0,6.37814241236816
15,108,0,10.4385356909707
16,108,0,6.12233119683203
17,108,0,20.3281141134336
18,108,0,24.4943267019891
19,108,0,15.0407495134151
20,108,0,15.3089212269254
21,108,0,3.04905429029787
22,108,0,-2.58775179038098
23,108,0,17.7768099910761
24,108,0,7.31676282189556
25,108,0,2.79430340343684
26,108,0,17.9004492303
27,108,0,7.40942680769167
28,108,0,-3.66088908258255
29,108,0,15.6588443065822
30,108,0,15.0608867266712
1,109,0,7.98137440154404
2,109,0,9.65517896395388
3,109,0,8.6463483617893
4,109,0,13.7521859188258
5,109,0,11.3734740343679
6,109,0,22.8925402981774
7,109,0,14.1553262784944
8,109,0,16.9026738697106
9,109,0,6.07455883347342
10,109,0,15.1356475442533
11,109,0,14.5281301806848
12,109,0,7.6294814304913
13,109,0,12.4744790528817
14,109,0,10.0674979278053
15,109,0,17.4295217461634
16,109,0,12.8128971628503
17,109,0,20.821284458526
18,109,0,19.8837499266809
19,109,0,13.8823886140356
20,109,0,7.48068763017106
21,109,0,9.22273171317365
22,109,0,7.9071627513881
23,109,0,11.9011309996261
24,109,0,2.29222102223715
25,109,0,3.6153321230184
26,109,0,18.0483202305391
27,109,0,11.9219755972306
28,109,0,-7.41098926403252
29,109,0,12.1354339528316
30,109,0,14.9033885440395
1,110,0,8.59345628109782
2,110,0,1.72711709634762
3,110,0,14.1349393761039
4,110,0,6.26295989799511
5,110,0,8.9324478197805
6,110,0,10.7749305837258
7,110,0,4.97168922914786
8,110,0,11.3743216458935
9,110,0,9.92450224287958
10,110,0,7.96751708566771
11,110,0,11.9096315911729
12,110,0,6.34573200146362
13,110,0,14.7201405356762
14,110,0,8.04550938338221
15,110,0,7.00549115226467
16,110,0,15.6733994965709
17,110,0,15.0677397547167
18,110,0,11.885750767664
19,110,0,10.5595778529636
20,110,0,18.2543668158315
21,110,0,3.48944717427369
22,110,0,13.6152388471545
23,110,0,15.1449485002062
24,110,0,10.5109279944293
25,110,0,12.813375778204
26,110,0,12.7570141696902
27,110,0,14.1319167879466
28,110,0,6.02289183293192
29,110,0,16.9647822101767
30,110,0,0.862927171986018
1,111,0,22.5642288886757
2,111,0,10.8894652162883
3,111,0,10.5558075952334
4,111,0,23.1632546787064
5,111,0,5.79171602460893
6,111,0,24.2139163751998
7,111,0,4.5166558723904
8,111,0,11.9673688037951
9,111,0,17.2873356132328
10,111,0,7.6224804067294
11,111,0,16.6971581534832
12,111,0,14.4026095555367
13,111,0,7.04518906715581
14,111,0,5.39320431121483
15,111,0,14.1981494450523
16,111,0,7.13387079768506
17,111,0,20.1786246317192
18,111,0,13.4949850120344
19,111,0,15.5121264387406
20,111,0,19.602587086781
21,111,0,8.10609396670387
22,111,0,-1.34923145939693
23,111,0,16.9896420577676
24,111,0,11.4664904975108
25,111,0,6.23061075558622
26,111,0,11.3643770224451
27,111,0,7.46870463831103
28,111,0,2.43983973489355
29,111,0,18.5685785298198
30,111,0,7.34770051956716
1,112,0,6.46287678065039
2,112,0,4.66681827930673
3,112,0,7.33935108599989
4,112,0,4.48513317723381
5,112,0,11.9426462537639
6,112,0,10.9260029920997
7,112,0,-2.37154754585652
8,112,0,-0.648059342132244
9,112,0,7.92060447190544
10,112,0,1.9645183078635
11,112,0,2.5650383221371
12,112,0,4.39071005588362
13,112,0,3.48270473186735
14,112,0,9.47779685154128
15,112,0,4.89908124346089
16,112,0,8.4226512311091
17,112,0,1.18142275916365
18,112,0,3.16015475607755
19,112,0,8.53546403486259
20,112,0,3.56825596929197
21,112,0,11.3721178432353
22,112,0,6.59511356952425
23,112,0,10.2733173705974
24,112,0,5.93718878263425
25,112,0,10.3075314939886
26,112,0,5.70489170060417
27,112,0,10.5917673553191
28,112,0,9.56191709128261
29,112,0,15.5574152853566
30,112,0,1.55057148143924
1,113,0,4.75915876379309
2,113,0,9.22940616997441
3,113,0,5.23103564783854
4,113,0,14.648143087679
5,113,0,8.0425692874271
6,113,0,19.4365141137749
7,113,0,2.76189391422074
8,113,0,11.4426271642801
9,113,0,5.08079312098361
10,113,0,14.3648190729826
11,113,0,10.6164655695441
12,113,0,5.1377487076632
13,113,0,11.79632901658
14,113,0,6.74296508400383
15,113,0,4.37867542039067
16,113,0,11.2119509631898
17,113,0,14.6445067710875
18,113,0,6.87742655600126
19,113,0,8.38962351939812
20,113,0,17.0972260969921
21,113,0,10.8606543407421
22,113,0,7.72688420159279
23,113,0,17.2640287281566
24,113,0,12.9768602584329
25,113,0,-0.0383276120075413
26,113,0,16.8260710350631
27,113,0,8.79207412846565
28,113,0,4.82012159529382
29,113,0,13.2790431368874
30,113,0,5.89028921190834
1,114,0,7.4107532619939
2,114,0,5.06194172406899
3,114,0,2.91749350807646
4,114,0,5.66208326344869
5,114,0,5.52744813809144
6,114,0,7.05578739643613
7,114,0,1.17934455951632
8,114,0,9.19258495281774
9,114,0,6.63693287097162
10,114,0,3.54901705790411
11,114,0,7.12808339377554
12,114,0,0.855052508742865
13,114,0,11.4112059632764
14,114,0,8.48317408770384
15,114,0,5.23997793631789
16,114,0,9.3367615490478
17,114,0,-0.589006516766114
18,114,0,5.25615204469836
19,114,0,9.40786538049208
20,114,0,19.2109448236065
21,114,0,11.6474209082049
22,114,0,3.25578038575887
23,114,0,3.54765629648596
24,114,0,6.99222535934205
25,114,0,11.8569200834292
26,114,0,4.73911904486469
27,114,0,2.92535324929316
28,114,0,10.0927118531348
29,114,0,16.9014982168554
30,114,0,4.288097395879
1,115,0,0.842285036420942
2,115,0,5.58910917724812
3,115,0,9.7647792247985
4,115,0,14.433688874952
5,115,0,4.04565552520561
6,115,0,1.60860152881215
7,115,0,18.7057809089725
8,115,0,6.5755486691607
9,115,0,1.10989677357317
10,115,0,12.5094306938274
11,115,0,12.7453787263664
12,115,0,9.28451600497261
13,115,0,10.5189918833981
14,115,0,13.1683080509453
15,115,0,19.2311970677847
16,115,0,5.39475426160388
17,115,0,20.5473744650139
18,115,0,16.0524952901701
19,115,0,-0.17735939058468
20,115,0,0.111834260102848
21,115,0,7.62311343701786
22,115,0,15.6356986611599
23,115,0,-6.55103945230821
24,115,0,14.4007744602989
25,115,0,2.85562911785524
26,115,0,3.97191260888976
27,115,0,7.24785864778748
28,115,0,-1.61560937111888
29,115,0,5.87958966797909
30,115,0,12.0108036548994
1,116,0,4.96283463085042
2,116,0,10.893622886556
3,116,0,13.6457018158499
4,116,0,18.8394979251199
5,116,0,7.4900929843886
6,116,0,15.7901094898713
7,116,0,-0.0478516262112527
8,116,0,11.5981166276928
9,116,0,11.2956550043977
10,116,0,12.7729092187857
11,116,0,12.5779626919375
12,116,0,6.67531240264121
13,116,0,0.246256127791943
14,116,0,5.50838638389178
15,116,0,3.75231913618271
16,116,0,14.2012437300184
17,116,0,15.2256159282198
18,116,0,4.49397215828454
19,116,0,18.0462127968584
20,116,0,14.2629218582063
21,116,0,4.10602955529548
22,116,0,1.2462548674472
23,116,0,16.6952458007455
24,116,0,5.57426869838675
25,116,0,3.98678225634891
26,116,0,14.8886696721523
27,116,0,9.33152062320965
28,116,0,-5.2380029301722
29,116,0,16.1747104846386
30,116,0,13.0844297525518
1,117,0,1.30723911309828
2,117,0,8.91351831252089
3,117,0,6.30636423789627
4,117,0,10.5471216995438
5,117,0,6.23650184250366
6,117,0,8.40076413996247
7,117,0,19.5804554706649
8,117,0,10.3223839259216
9,117,0,4.99872670631304
10,117,0,10.7040561425876
11,117,0,9.93693713128397
12,117,0,7.90622437508337
13,117,0,10.3184308301314
14,117,0,7.24186218587253
15,117,0,16.9486151008564
16,117,0,3.44958267999923
17,117,0,14.8888775292812
18,117,0,16.5397016912432
19,117,0,5.57589778658764
20,117,0,1.37885204315316
21,117,0,7.52257829507709
22,117,0,14.5569667285635
23,117,0,6.33399972169324
24,117,0,6.82035547682099
25,117,0,2.39014641339824
26,117,0,3.11793114661086
27,117,0,2.14217787740685
28,117,0,3.55381096402767
29,117,0,10.1652902456244
30,117,0,14.7751396550889
1,118,0,8.38121437269101
2,118,0,8.26309668053802
3,118,0,5.94475323807068
4,118,0,10.1462316549547
5,118,0,7.67216577104906
6,118,0,6.47479456733608
7,118,0,18.2876822421316
8,118,0,3.67104372188045
9,118,0,3.42082239421948
10,118,0,15.4767147685706
11,118,0,10.5635160910707
12,118,0,10.0250731470056
13,118,0,9.35348781724415
14,118,0,12.5547785227216
15,118,0,14.9285144860772
16,118,0,6.40852814141063
17,118,0,18.0876002616548
18,118,0,19.4557150332079
19,118,0,3.56635744464676
20,118,0,-4.41105407936675
21,118,0,19.0055885098213
22,118,0,22.8791282213249
23,118,0,3.81439178785352
24,118,0,10.2055889956349
25,118,0,10.4449965247486
26,118,0,5.40774913242732
27,118,0,4.18555526178876
28,118,0,7.42970163524643
29,118,0,10.3579318605894
30,118,0,12.4682880542918
1,119,0,10.428368278689
2,119,0,9.71910163517503
3,119,0,5.27323939712328
4,119,0,10.3028129851375
5,119,0,8.18438775789165
6,119,0,11.6418949269386
7,119,0,17.6910051168203
8,119,0,6.02262119036881
9,119,0,10.9441157165887
10,119,0,8.82332501969239
11,119,0,10.2388589265146
12,119,0,6.85965452737928
13,119,0,9.56713850987917
14,119,0,10.073620463157
15,119,0,11.0102781498007
16,119,0,5.24625487468788
17,119,0,13.9555582493583
18,119,0,16.6336593918798
19,119,0,-2.96306419509848
20,119,0,4.03505089349132
21,119,0,5.7840763366355
22,119,0,10.5496618691601
23,119,0,5.40179619634715
24,119,0,7.09261942012647
25,119,0,3.45451671401624
26,119,0,4.51271830487027
27,119,0,2.55879408514773
28,119,0,0.0586615040960334
29,119,0,7.666046085367
30,119,0,13.0885324116884
1,120,0,19.7601415598992
2,120,0,12.4813067110662
3,120,0,10.0400766492666
4,120,0,19.5643941663705
5,120,0,7.17139325513103
6,120,0,22.6206950776769
7,120,0,3.62360915420319
8,120,0,13.1073449318979
9,120,0,6.29625564742198
10,120,0,12.3707153266178
11,120,0,5.99785280057914
12,120,0,11.8938435287194
13,120,0,9.72866780015378
14,120,0,12.5414699144062
15,120,0,6.61695356894354
16,120,0,9.73231323587624
17,120,0,18.416879659299
18,120,0,13.7890450538063
19,120,0,12.9074840341586
20,120,0,23.1845851339669
21,120,0,10.305828869223
22,120,0,0.824550857456407
23,120,0,11.092751645256
24,120,0,9.40975326365849
25,120,0,2.64506971128729
26,120,0,12.5892434273947
27,120,0,11.0536603169848
28,120,0,-2.14707327309835
29,120,0,12.1267040498427
30,120,0,7.31519939554167
1,121,0,9.97940793643149
2,121,0,11.519290173398
3,121,0,11.4392542267169
4,121,0,21.3993592745614
5,121,0,8.09721971724943
6,121,0,19.0673394681257
7,121,0,6.53772673306637
8,121,0,15.7773235837372
9,121,0,5.46642754939032
10,121,0,17.5751427448585
11,121,0,14.6162086375939
12,121,0,9.80953379896703
13,121,0,9.76661207515892
14,121,0,5.92094689607926
15,121,0,11.2856188912178
16,121,0,10.1556392640128
17,121,0,20.0635200670873
18,121,0,11.4302940824251
19,121,0,14.5034313799764
20,121,0,10.0199570191499
21,121,0,4.03177787217292
22,121,0,3.26527071186374
23,121,0,9.60169090014995
24,121,0,6.30348268096327
25,121,0,6.09008032231088
26,121,0,10.6415756371575
27,121,0,2.47467275788519
28,121,0,5.69519609514665
29,121,0,12.0526845660623
30,121,0,11.0083708626574
1,122,0,10.972604534784
2,122,0,9.6765200912806
3,122,0,10.2603623829558
4,122,0,15.6792732708197
5,122,0,9.36382927491242
6,122,0,19.381864979556
7,122,0,8.498660034466
8,122,0,15.0173632204295
9,122,0,7.93317465400778
10,122,0,11.5483059980464
11,122,0,16.8915500377166
12,122,0,11.2820911984093
13,122,0,15.2009138334013
14,122,0,8.2218085312855
15,122,0,7.92692021065834
16,122,0,8.44315973341887
17,122,0,13.9346605516623
18,122,0,15.9824135955581
19,122,0,9.49784613924729
20,122,0,17.7823928930026
21,122,0,6.62458427738141
22,122,0,5.79505204319526
23,122,0,8.91604094084823
24,122,0,6.62855782651143
25,122,0,1.34534917803585
26,122,0,15.859025462213
27,122,0,5.21083135770654
28,122,0,2.70007137160849
29,122,0,16.0914120656158
30,122,0,10.4717008139128
1,123,0,10.1015857528006
2,123,0,14.4927596095235
3,123,0,8.15996086278362
4,123,0,19.1581763967681
5,123,0,2.98192872090732
6,123,0,17.3484049772556
7,123,0,9.11108372920099
8,123,0,9.08891210367358
9,123,0,7.68593745634077
10,123,0,16.8356942577979
11,123,0,9.95739732306903
12,123,0,8.31608550436755
13,123,0,5.63255293011713
14,123,0,7.60657829982195
15,123,0,6.84350906086895
16,123,0,9.18791911019953
17,123,0,16.2579582428219
18,123,0,12.5677552140932
19,123,0,14.5220575227006
20,123,0,10.7625886514174
21,123,0,4.89815940456951
22,123,0,7.60562396884447
23,123,0,17.3003075892255
24,123,0,15.1811633161337
25,123,0,1.72025389364211
26,123,0,7.98788976159811
27,123,0,7.66617471090004
28,123,0,1.95221315322043
29,123,0,13.1365675626343
30,123,0,15.1806256940373
1,124,0,12.6084521886204
2,124,0,10.018026373512
3,124,0,11.3823233295034
4,124,0,18.821726311569
5,124,0,10.5167561804522
6,124,0,19.2434237492241
7,124,0,-5.58048839632605
8,124,0,8.82270913880934
9,124,0,2.83346139902517
10,124,0,7.01024533605173
11,124,0,4.94813078572083
12,124,0,1.99109528117327
13,124,0,6.67762806685035
14,124,0,12.1584932407007
15,124,0,-2.52518115299006
16,124,0,15.8234201884078
17,124,0,2.34908875922181
18,124,0,7.38289289358795
19,124,0,19.0882420698469
20,124,0,29.6321960908436
21,124,0,14.196577975114
22,124,0,-8.05084537071304
23,124,0,20.1596006934584
24,124,0,10.189522599873
25,124,0,4.97439929018353
26,124,0,16.4581547743045
27,124,0,5.2095280408113
28,124,0,5.30561952874512
29,124,0,12.5470914085048
30,124,0,5.22455894226036
1,125,0,9.54452668699034
2,125,0,10.5147486364448
3,125,0,2.11862246379676
4,125,0,14.001520202152
5,125,0,6.68607407330923
6,125,0,15.7779088680871
7,125,0,0.348293265550518
8,125,0,7.0523861239538
9,125,0,11.879199029934
10,125,0,10.6308831130867
11,125,0,9.14948644758599
12,125,0,8.17307660982926
13,125,0,4.86463912147767
14,125,0,12.0735213000913
15,125,0,7.48415676539655
16,125,0,2.99693958829344
17,125,0,10.5279202514558
18,125,0,12.985828784535
19,125,0,13.3719009506235
20,125,0,13.1869549739698
21,125,0,9.06261765125547
22,125,0,1.28909054632187
23,125,0,10.1162100130711
24,125,0,10.7280433773231
25,125,0,7.50080422830132
26,125,0,10.816366035578
27,125,0,6.88206775981492
28,125,0,7.66669072223898
29,125,0,9.12941834721985
30,125,0,6.73531950486212
1,126,0,14.3054765786365
2,126,0,5.05369209057426
3,126,0,3.93445395798958
4,126,0,13.8039819112481
5,126,0,12.2647508604703
6,126,0,8.29020028448674
7,126,0,0.682389598839865
8,126,0,11.2682816989883
9,126,0,9.33360188555498
10,126,0,10.4092648511678
11,126,0,13.8189470691402
12,126,0,8.11445746638143
13,126,0,9.97213070181217
14,126,0,12.3240365914179
15,126,0,-0.155958028152276
16,126,0,14.0811377729442
17,126,0,10.5638066799382
18,126,0,8.4119115220896
19,126,0,11.9036496047849
20,126,0,13.9724111519526
21,126,0,10.7800651854732
22,126,0,6.03199477306905
23,126,0,10.0074965711162
24,126,0,2.1416493562698
25,126,0,14.6368889305319
26,126,0,12.4887281115165
27,126,0,13.3537476428415
28,126,0,7.58512080310424
29,126,0,17.4430919177247
30,126,0,7.12799226405602
1,127,0,10.4329503217233
2,127,0,10.6276858409217
3,127,0,17.1873091065842
4,127,0,13.1588270505867
5,127,0,5.95883300038711
6,127,0,13.7085027826251
7,127,0,4.28415729071494
8,127,0,9.14732551690003
9,127,0,4.11739090596947
10,127,0,6.76206351338338
11,127,0,8.87490874703768
12,127,0,4.61519641066684
13,127,0,11.1679772393214
14,127,0,9.68660768471215
15,127,0,8.89066583198719
16,127,0,17.0610244799346
17,127,0,9.32141432266523
18,127,0,8.55220135337654
19,127,0,13.0908208304066
20,127,0,12.5769807076615
21,127,0,5.76749519273689
22,127,0,1.37091999424059
23,127,0,13.0126412406177
24,127,0,16.9651670494535
25,127,0,3.19805701054883
26,127,0,10.0035828738515
27,127,0,0.021554855636357
28,127,0,5.64160137154517
29,127,0,9.84178025525964
30,127,0,6.85067684909568
1,128,0,21.0651325049642
2,128,0,5.94862436066439
3,128,0,12.1683560467908
4,128,0,22.7074898143883
5,128,0,8.65596955777814
6,128,0,16.9114078889324
7,128,0,8.96279747071552
8,128,0,15.4791360505157
9,128,0,6.36489531713854
10,128,0,10.3707601615813
11,128,0,15.1710627072513
12,128,0,5.44069366613362
13,128,0,8.02140820079823
14,128,0,11.5722254567836
15,128,0,12.5555238359008
16,128,0,7.70698234104505
17,128,0,18.6424764416179
18,128,0,8.0547271474653
19,128,0,11.1707841659354
20,128,0,13.1617831870539
21,128,0,4.89903518156077
22,128,0,14.2091229115559
23,128,0,14.5063769256316
24,128,0,9.06584135428862
25,128,0,11.2955194891371
26,128,0,13.2415642575455
27,128,0,9.51003111389735
28,128,0,5.33533100104157
29,128,0,9.59792246157342
30,128,0,4.79376072898994
1,129,0,17.3827783237689
2,129,0,8.66007327048229
3,129,0,14.9287259214751
4,129,0,5.2069403664563
5,129,0,12.865464983571
6,129,0,18.4494089715967
7,129,0,18.3957510431363
8,129,0,0.00413922519956333
9,129,0,4.74030571682735
10,129,0,7.4691564377789
11,129,0,9.63119399688282
12,129,0,7.09975049293511
13,129,0,5.80703374481938
14,129,0,14.7912286608554
15,129,0,8.24266870644675
16,129,0,17.3352161068409
17,129,0,4.77181268532601
18,129,0,11.0950744720995
19,129,0,3.27137197330278
20,129,0,2.80971623218734
21,129,0,14.2876553408031
22,129,0,18.5143954393475
23,129,0,4.41552462674361
24,129,0,7.72209747660376
25,129,0,10.3293948231082
26,129,0,4.8045993631372
27,129,0,10.5659970213545
28,129,0,5.9515922954784
29,129,0,5.37158710985334
30,129,0,8.51572173051378
1,130,0,3.31932518470237
2,130,0,8.32316707908345
3,130,0,8.13253460362714
4,130,0,4.35636330848254
5,130,0,14.086168438147
6,130,0,5.04114895824756
7,130,0,9.32076336294926
8,130,0,1.89239081661791
9,130,0,9.68392896959104
10,130,0,0.376080931060672
11,130,0,-2.13052695560347
12,130,0,8.4121626351513
13,130,0,3.53259984955132
14,130,0,15.4522610157163
15,130,0,1.42087299433724
16,130,0,7.97899188639636
17,130,0,-7.68463392795806
18,130,0,2.31640922971584
19,130,0,6.33830070830906
20,130,0,5.43856330886616
21,130,0,7.73801119958377
22,130,0,12.0906988266677
23,130,0,1.5427125739865
24,130,0,13.0608138317554
25,130,0,14.2244124140602
26,130,0,10.4344114055273
27,130,0,5.14626669575803
28,130,0,16.619805424527
29,130,0,12.5248672426761
30,130,0,5.28614298483444
1,131,0,8.26623015663394
2,131,0,5.67607310688065
3,131,0,8.09469319863981
4,131,0,19.2213888568956
5,131,0,5.95355584092815
6,131,0,18.9422905835694
7,131,0,-8.12391299197556
8,131,0,9.31038144963922
9,131,0,11.5409024196142
10,131,0,8.67745542178077
11,131,0,12.5154745464355
12,131,0,-0.609422898262649
13,131,0,8.11881644773332
14,131,0,6.5758567631327
15,131,0,0.510367162032538
16,131,0,15.0335797854494
17,131,0,8.2464273480031
18,131,0,12.7924933470278
19,131,0,15.7279818691559
20,131,0,18.1920764870118
21,131,0,4.14876452056831
22,131,0,-9.52922836751594
23,131,0,22.909696542236
24,131,0,3.91643017504812
25,131,0,8.46399792871668
26,131,0,17.7826511600193
27,131,0,4.22267850538857
28,131,0,7.5110747188684
29,131,0,15.0937359049375
30,131,0,9.93562758806381
1,132,0,15.808370911269
2,132,0,4.23410626448433
3,132,0,8.4737080041318
4,132,0,18.2547189114115
5,132,0,5.77015450665158
6,132,0,25.2170886098178
7,132,0,9.07968371385491
8,132,0,7.75969252587782
9,132,0,9.35004057955884
10,132,0,7.81890603463186
11,132,0,14.1529980711532
12,132,0,7.93596867918217
13,132,0,7.43158309142116
14,132,0,2.10410775896916
15,132,0,3.40330372331958
16,132,0,6.69503049671425
17,132,0,20.1834228260666
18,132,0,18.352040921125
19,132,0,8.70365724865618
20,132,0,20.7512664001529
21,132,0,3.42107532956017
22,132,0,-0.664368326727605
23,132,0,12.4375592998117
24,132,0,6.60159957424668
25,132,0,-1.83721748641291
26,132,0,16.625487266603
27,132,0,4.34707211791163
28,132,0,3.49028364630939
29,132,0,10.7744419432257
30,132,0,6.26718974711282
1,133,0,13.096882043085
2,133,0,7.31385510598417
3,133,0,6.78444060043384
4,133,0,18.1902428939292
5,133,0,13.04067422986
6,133,0,17.4127581259104
7,133,0,4.44010714681242
8,133,0,10.8417690137375
9,133,0,11.3946874820491
10,133,0,8.06486590459003
11,133,0,13.3938693991985
12,133,0,8.84906411059679
13,133,0,9.93269460939052
14,133,0,10.7372587374243
15,133,0,7.3081150237459
16,133,0,9.607269614339
17,133,0,11.0283753135053
18,133,0,7.87183099527608
19,133,0,11.314552434888
20,133,0,16.3937949774043
21,133,0,5.28083894258525
22,133,0,2.95086898309097
23,133,0,10.192800446687
24,133,0,5.60984931106732
25,133,0,12.0504359125657
26,133,0,11.6035067453892
27,133,0,6.6004345858923
28,133,0,3.50098208092156
29,133,0,14.3987591051114
30,133,0,11.9429123103299
1,134,0,9.64838862653618
2,134,0,11.709812961648
3,134,0,10.4937716842115
4,134,0,18.5119679153884
5,134,0,7.01010692013041
6,134,0,19.8059561818506
7,134,0,4.84406128339541
8,134,0,9.63486720874964
9,134,0,8.06941923117279
